drugname1	drugname2	cell_line	hsa
DASATINIB	DINACICLIB	NCIH520	2.185
DASATINIB	GELDANAMYCIN	NCIH520	-1.45
DASATINIB	MK-8669	NCIH520	13.7475
DASATINIB	MK-8776	NCIH520	12.13
DASATINIB	OXALIPLATIN	NCIH520	4.535
DASATINIB	SN-38	NCIH520	9.5075
DASATINIB	SORAFENIB	NCIH520	12.0025
DASATINIB	TOPOTECAN	NCIH520	13.6475
DEXAMETHASONE	ABT-888	NCIH520	1.16
DEXAMETHASONE	AZD1775	NCIH520	7.475
DEXAMETHASONE	BEZ-235	NCIH520	13.21
DEXAMETHASONE	BORTEZOMIB	NCIH520	-1.0
DEXAMETHASONE	DASATINIB	NCIH520	4.115
DEXAMETHASONE	DINACICLIB	NCIH520	3.0625
DEXAMETHASONE	ERLOTINIB	NCIH520	3.12
DEXAMETHASONE	GELDANAMYCIN	NCIH520	-3.84
DEXAMETHASONE	L778123	NCIH520	5.704999999999999
DEXAMETHASONE	LAPATINIB	NCIH520	4.1625000000000005
DEXAMETHASONE	MK-2206	NCIH520	0.65
DEXAMETHASONE	MK-4827	NCIH520	5.1025
DEXAMETHASONE	MK-5108	NCIH520	2.3575
DEXAMETHASONE	MK-8669	NCIH520	7.26
DEXAMETHASONE	MK-8776	NCIH520	1.4925000000000002
DEXAMETHASONE	PD325901	NCIH520	1.62
DEXAMETHASONE	SORAFENIB	NCIH520	7.112500000000001
DEXAMETHASONE	SUNITINIB	NCIH520	14.6375
DEXAMETHASONE	TEMOZOLOMIDE	NCIH520	-4.137499999999999
DEXAMETHASONE	ZOLINZA	NCIH520	7.48
DINACICLIB	MK-8776	NCIH520	2.4725
DOXORUBICIN	ABT-888	NCIH520	-3.5475
DOXORUBICIN	AZD1775	NCIH520	9.135
DOXORUBICIN	BEZ-235	NCIH520	5.7875
DOXORUBICIN	BORTEZOMIB	NCIH520	-1.395
DOXORUBICIN	DASATINIB	NCIH520	8.915
DOXORUBICIN	DINACICLIB	NCIH520	1.1225
DOXORUBICIN	ERLOTINIB	NCIH520	0.9725
DOXORUBICIN	GELDANAMYCIN	NCIH520	-3.2125
DOXORUBICIN	L778123	NCIH520	-2.2975
DOXORUBICIN	LAPATINIB	NCIH520	-1.5750000000000002
DOXORUBICIN	MK-2206	NCIH520	3.8575
DOXORUBICIN	MK-4827	NCIH520	4.8825
DOXORUBICIN	MK-5108	NCIH520	-6.7275
DOXORUBICIN	MK-8669	NCIH520	5.24
DOXORUBICIN	MK-8776	NCIH520	10.4725
DOXORUBICIN	PD325901	NCIH520	-13.0
DOXORUBICIN	SORAFENIB	NCIH520	3.2075000000000005
DOXORUBICIN	SUNITINIB	NCIH520	2.1
DOXORUBICIN	TEMOZOLOMIDE	NCIH520	-0.565
DOXORUBICIN	ZOLINZA	NCIH520	4.2675
ERLOTINIB	ABT-888	NCIH520	-1.715
ERLOTINIB	BEZ-235	NCIH520	15.2225
ERLOTINIB	BORTEZOMIB	NCIH520	2.62
ERLOTINIB	DASATINIB	NCIH520	6.522500000000001
ERLOTINIB	DINACICLIB	NCIH520	6.81
ERLOTINIB	GELDANAMYCIN	NCIH520	3.1899999999999995
ERLOTINIB	MK-8669	NCIH520	9.65
ERLOTINIB	MK-8776	NCIH520	5.74
ERLOTINIB	OXALIPLATIN	NCIH520	-4.3025
ERLOTINIB	PD325901	NCIH520	-2.3525
ERLOTINIB	SN-38	NCIH520	6.6675
ERLOTINIB	SORAFENIB	NCIH520	11.035
ERLOTINIB	TOPOTECAN	NCIH520	11.095
ETOPOSIDE	ABT-888	NCIH520	2.76
ETOPOSIDE	AZD1775	NCIH520	5.2625
ETOPOSIDE	BEZ-235	NCIH520	7.26
ETOPOSIDE	BORTEZOMIB	NCIH520	-1.345
ETOPOSIDE	DASATINIB	NCIH520	5.705
ETOPOSIDE	DINACICLIB	NCIH520	-0.7650000000000001
ETOPOSIDE	ERLOTINIB	NCIH520	13.1925
ETOPOSIDE	GELDANAMYCIN	NCIH520	2.435
ETOPOSIDE	LAPATINIB	NCIH520	10.420000000000002
ETOPOSIDE	MK-2206	NCIH520	1.3775
ETOPOSIDE	MK-4827	NCIH520	12.14
ETOPOSIDE	MK-5108	NCIH520	-2.74
ETOPOSIDE	MK-8669	NCIH520	4.6125
ETOPOSIDE	MK-8776	NCIH520	12.7675
ETOPOSIDE	PD325901	NCIH520	-3.04
ETOPOSIDE	SORAFENIB	NCIH520	9.585
ETOPOSIDE	SUNITINIB	NCIH520	12.2925
ETOPOSIDE	TEMOZOLOMIDE	NCIH520	-0.7525000000000002
ETOPOSIDE	ZOLINZA	NCIH520	7.395
GELDANAMYCIN	BEZ-235	NCIH520	6.3175
GELDANAMYCIN	DINACICLIB	NCIH520	4.5625
GELDANAMYCIN	MK-8776	NCIH520	4.5875
GELDANAMYCIN	OXALIPLATIN	NCIH520	0.8125
GELDANAMYCIN	SN-38	NCIH520	6.9625
GELDANAMYCIN	SORAFENIB	NCIH520	7.4225
GELDANAMYCIN	TOPOTECAN	NCIH520	4.75
GEMCITABINE	ABT-888	NCIH520	3.285
GEMCITABINE	AZD1775	NCIH520	25.3775
GEMCITABINE	BEZ-235	NCIH520	12.6675
GEMCITABINE	BORTEZOMIB	NCIH520	6.21
GEMCITABINE	DASATINIB	NCIH520	8.4275
GEMCITABINE	DINACICLIB	NCIH520	7.145
GEMCITABINE	ERLOTINIB	NCIH520	11.425
GEMCITABINE	GELDANAMYCIN	NCIH520	2.74
GEMCITABINE	LAPATINIB	NCIH520	5.9175
GEMCITABINE	MK-2206	NCIH520	6.4925
GEMCITABINE	MK-4827	NCIH520	8.84
GEMCITABINE	MK-5108	NCIH520	7.565
GEMCITABINE	MK-8669	NCIH520	11.5825
GEMCITABINE	MK-8776	NCIH520	29.875
GEMCITABINE	PD325901	NCIH520	16.310000000000002
GEMCITABINE	SORAFENIB	NCIH520	5.3425
GEMCITABINE	SUNITINIB	NCIH520	11.185
GEMCITABINE	TEMOZOLOMIDE	NCIH520	11.1075
L778123	ABT-888	NCIH520	1.0775
L778123	AZD1775	NCIH520	20.597500000000004
L778123	BEZ-235	NCIH520	18.695
L778123	BORTEZOMIB	NCIH520	2.935
L778123	DASATINIB	NCIH520	17.3225
L778123	DINACICLIB	NCIH520	4.922499999999999
L778123	ERLOTINIB	NCIH520	10.0075
L778123	ETOPOSIDE	NCIH520	4.68
L778123	GELDANAMYCIN	NCIH520	5.904999999999999
L778123	GEMCITABINE	NCIH520	8.205
L778123	LAPATINIB	NCIH520	8.4175
L778123	MK-2206	NCIH520	10.8475
L778123	MK-4827	NCIH520	9.9775
L778123	MK-5108	NCIH520	5.279999999999999
L778123	MK-8669	NCIH520	23.2825
L778123	MK-8776	NCIH520	8.4375
L778123	OXALIPLATIN	NCIH520	7.994999999999999
L778123	PD325901	NCIH520	8.7725
L778123	SN-38	NCIH520	5.4025
L778123	SORAFENIB	NCIH520	16.9375
L778123	SUNITINIB	NCIH520	22.265
L778123	TEMOZOLOMIDE	NCIH520	2.77
L778123	TOPOTECAN	NCIH520	10.6075
L778123	VINORELBINE	NCIH520	-2.375
L778123	ZOLINZA	NCIH520	7.4175
LAPATINIB	ABT-888	NCIH520	-0.86
LAPATINIB	BEZ-235	NCIH520	13.075
LAPATINIB	BORTEZOMIB	NCIH520	2.8825000000000003
LAPATINIB	DASATINIB	NCIH520	5.3825
LAPATINIB	DINACICLIB	NCIH520	4.58
LAPATINIB	ERLOTINIB	NCIH520	9.535
LAPATINIB	GELDANAMYCIN	NCIH520	4.6975
LAPATINIB	MK-2206	NCIH520	-1.02
LAPATINIB	MK-4827	NCIH520	6.33
LAPATINIB	MK-5108	NCIH520	-0.7825
LAPATINIB	MK-8669	NCIH520	3.295
LAPATINIB	MK-8776	NCIH520	-2.2750000000000004
LAPATINIB	OXALIPLATIN	NCIH520	-4.24
LAPATINIB	PD325901	NCIH520	3.74
LAPATINIB	SN-38	NCIH520	3.0075000000000003
LAPATINIB	SORAFENIB	NCIH520	13.6525
LAPATINIB	TOPOTECAN	NCIH520	-1.035
METFORMIN	ABT-888	NCIH520	-2.5525
METFORMIN	AZD1775	NCIH520	5.82
METFORMIN	BEZ-235	NCIH520	11.05
METFORMIN	BORTEZOMIB	NCIH520	1.4225
METFORMIN	DASATINIB	NCIH520	1.11
METFORMIN	DINACICLIB	NCIH520	-0.5100000000000002
METFORMIN	ERLOTINIB	NCIH520	-2.325
METFORMIN	GELDANAMYCIN	NCIH520	-2.06
METFORMIN	L778123	NCIH520	6.0225
METFORMIN	LAPATINIB	NCIH520	-0.5574999999999999
METFORMIN	MK-2206	NCIH520	-0.9525
METFORMIN	MK-4827	NCIH520	0.375
METFORMIN	MK-5108	NCIH520	1.3749999999999998
METFORMIN	MK-8669	NCIH520	1.7975
METFORMIN	MK-8776	NCIH520	-2.3725
METFORMIN	PD325901	NCIH520	-1.9425
METFORMIN	SORAFENIB	NCIH520	7.1
METFORMIN	SUNITINIB	NCIH520	12.38
METFORMIN	TEMOZOLOMIDE	NCIH520	-3.2975
METFORMIN	ZOLINZA	NCIH520	6.5475
METHOTREXATE	ABT-888	NCIH520	1.3
METHOTREXATE	AZD1775	NCIH520	-2.795
METHOTREXATE	BEZ-235	NCIH520	3.825
METHOTREXATE	BORTEZOMIB	NCIH520	-0.0325
METHOTREXATE	DASATINIB	NCIH520	-5.7
METHOTREXATE	DINACICLIB	NCIH520	5.972499999999999
METHOTREXATE	ERLOTINIB	NCIH520	1.9625
METHOTREXATE	GELDANAMYCIN	NCIH520	-2.5875
METHOTREXATE	L778123	NCIH520	-0.3075
METHOTREXATE	LAPATINIB	NCIH520	-2.755
METHOTREXATE	MK-2206	NCIH520	-4.23
METHOTREXATE	MK-4827	NCIH520	-5.2475000000000005
METHOTREXATE	MK-5108	NCIH520	-2.4925
METHOTREXATE	MK-8669	NCIH520	-0.3975000000000001
METHOTREXATE	MK-8776	NCIH520	-1.7625
METHOTREXATE	PD325901	NCIH520	2.73
METHOTREXATE	SORAFENIB	NCIH520	3.2925000000000004
METHOTREXATE	SUNITINIB	NCIH520	0.5175
METHOTREXATE	TEMOZOLOMIDE	NCIH520	-1.8025
METHOTREXATE	ZOLINZA	NCIH520	2.285
MITOMYCINE	ABT-888	NCIH520	1.6275
MITOMYCINE	AZD1775	NCIH520	5.8475
MITOMYCINE	BEZ-235	NCIH520	7.6025
MITOMYCINE	BORTEZOMIB	NCIH520	-0.705
MITOMYCINE	DASATINIB	NCIH520	13.0775
MITOMYCINE	DINACICLIB	NCIH520	2.87
MITOMYCINE	ERLOTINIB	NCIH520	-16.3425
MITOMYCINE	GELDANAMYCIN	NCIH520	0.175
MITOMYCINE	L778123	NCIH520	-4.93
MITOMYCINE	LAPATINIB	NCIH520	3.37
MITOMYCINE	MK-2206	NCIH520	7.867500000000001
MITOMYCINE	MK-4827	NCIH520	4.720000000000001
MITOMYCINE	MK-5108	NCIH520	-3.55
MITOMYCINE	MK-8669	NCIH520	6.3325
MITOMYCINE	MK-8776	NCIH520	13.865
MITOMYCINE	PD325901	NCIH520	-2.35
MITOMYCINE	SORAFENIB	NCIH520	-10.97
MITOMYCINE	SUNITINIB	NCIH520	5.245
MITOMYCINE	TEMOZOLOMIDE	NCIH520	0.6349999999999999
MITOMYCINE	ZOLINZA	NCIH520	6.2825
MK-2206	ABT-888	NCIH520	-0.8424999999999999
MK-2206	BEZ-235	NCIH520	7.355
MK-2206	BORTEZOMIB	NCIH520	-2.13
MK-2206	DASATINIB	NCIH520	11.7025
MK-2206	DINACICLIB	NCIH520	1.7025
MK-2206	ERLOTINIB	NCIH520	3.4650000000000003
MK-2206	GELDANAMYCIN	NCIH520	-4.5625
MK-2206	MK-8669	NCIH520	6.2475000000000005
MK-2206	MK-8776	NCIH520	6.084999999999999
MK-2206	OXALIPLATIN	NCIH520	-3.47
MK-2206	PD325901	NCIH520	-4.51
MK-2206	SN-38	NCIH520	4.5625
MK-2206	SORAFENIB	NCIH520	10.1725
MK-2206	TOPOTECAN	NCIH520	10.48
MK-4541	5-FU	NCIH520	-0.7374999999999998
MK-4541	ABT-888	NCIH520	4.102499999999999
MK-4541	AZD1775	NCIH520	6.414999999999999
MK-4541	BEZ-235	NCIH520	11.595
MK-4541	BORTEZOMIB	NCIH520	1.1549999999999998
MK-4541	CARBOPLATIN	NCIH520	-7.42
MK-4541	CYCLOPHOSPHAMIDE	NCIH520	0.6325
MK-4541	DASATINIB	NCIH520	0.6725
MK-4541	DEXAMETHASONE	NCIH520	2.865
MK-4541	DINACICLIB	NCIH520	1.015
MK-4541	DOXORUBICIN	NCIH520	1.675
MK-4541	ERLOTINIB	NCIH520	2.4175
MK-4541	ETOPOSIDE	NCIH520	0.6825
MK-4541	GELDANAMYCIN	NCIH520	3.7375
MK-4541	GEMCITABINE	NCIH520	7.072500000000001
MK-4541	L778123	NCIH520	5.8100000000000005
MK-4541	LAPATINIB	NCIH520	0.93
MK-4541	METFORMIN	NCIH520	-4.3725000000000005
MK-4541	METHOTREXATE	NCIH520	-3.68
MK-4541	MITOMYCINE	NCIH520	-1.1024999999999998
MK-4541	MK-2206	NCIH520	3.6800000000000006
MK-4541	MK-4827	NCIH520	0.6749999999999999
MK-4541	MK-5108	NCIH520	5.9675
MK-4541	MK-8669	NCIH520	0.7175
MK-4541	MK-8776	NCIH520	-3.17
MK-4541	MRK-003	NCIH520	3.1425
MK-4541	OXALIPLATIN	NCIH520	0.2074999999999999
MK-4541	PACLITAXEL	NCIH520	0.5075000000000001
MK-4541	PD325901	NCIH520	0.7624999999999997
MK-4541	SN-38	NCIH520	1.7400000000000002
MK-4541	SORAFENIB	NCIH520	7.4125
MK-4541	SUNITINIB	NCIH520	12.93
MK-4541	TEMOZOLOMIDE	NCIH520	-3.6825
MK-4541	TOPOTECAN	NCIH520	3.702500000000001
MK-4541	VINBLASTINE	NCIH520	-9.625
MK-4541	VINORELBINE	NCIH520	-1.0299999999999998
MK-4541	ZOLINZA	NCIH520	5.375
MK-4827	ABT-888	NCIH520	-5.8525
MK-4827	BEZ-235	NCIH520	10.634999999999998
MK-4827	BORTEZOMIB	NCIH520	-0.1849999999999999
MK-4827	DASATINIB	NCIH520	11.580000000000002
MK-4827	DINACICLIB	NCIH520	-0.5425
MK-4827	ERLOTINIB	NCIH520	3.925
MK-4827	GELDANAMYCIN	NCIH520	1.5325
MK-4827	MK-2206	NCIH520	6.165000000000001
MK-4827	MK-8669	NCIH520	6.352500000000001
MK-4827	MK-8776	NCIH520	10.47
MK-4827	OXALIPLATIN	NCIH520	5.27
MK-4827	PD325901	NCIH520	-3.2675
MK-4827	SN-38	NCIH520	12.87
MK-4827	SORAFENIB	NCIH520	12.1475
MK-4827	TOPOTECAN	NCIH520	8.6675
MK-5108	ABT-888	NCIH520	-0.9275
MK-5108	BEZ-235	NCIH520	11.145
MK-5108	BORTEZOMIB	NCIH520	-0.305
MK-5108	DASATINIB	NCIH520	10.3075
MK-5108	DINACICLIB	NCIH520	-3.0
MK-5108	ERLOTINIB	NCIH520	2.54
MK-5108	GELDANAMYCIN	NCIH520	1.1875
MK-5108	MK-2206	NCIH520	6.5025
MK-5108	MK-4827	NCIH520	-1.1275
MK-5108	MK-8669	NCIH520	8.17
MK-5108	MK-8776	NCIH520	-3.3975
MK-5108	OXALIPLATIN	NCIH520	0.3
MK-5108	PD325901	NCIH520	-3.0
MK-5108	SN-38	NCIH520	-5.105
MK-5108	SORAFENIB	NCIH520	8.662500000000001
MK-5108	TOPOTECAN	NCIH520	3.3549999999999995
MK-8669	BEZ-235	NCIH520	24.09
MK-8669	DINACICLIB	NCIH520	1.4450000000000005
MK-8669	GELDANAMYCIN	NCIH520	6.237500000000001
MK-8669	MK-8776	NCIH520	2.3125
MK-8669	OXALIPLATIN	NCIH520	0.05
MK-8669	SN-38	NCIH520	4.5600000000000005
MK-8669	SORAFENIB	NCIH520	11.89
MK-8669	TOPOTECAN	NCIH520	8.68
MRK-003	5-FU	NCIH520	3.6025
MRK-003	ABT-888	NCIH520	3.3
MRK-003	AZD1775	NCIH520	9.9375
MRK-003	BEZ-235	NCIH520	15.4225
MRK-003	BORTEZOMIB	NCIH520	2.225
MRK-003	CARBOPLATIN	NCIH520	0.1000000000000002
MRK-003	CYCLOPHOSPHAMIDE	NCIH520	0.8150000000000002
MRK-003	DASATINIB	NCIH520	16.6025
MRK-003	DEXAMETHASONE	NCIH520	5.7075
MRK-003	DINACICLIB	NCIH520	2.37
MRK-003	DOXORUBICIN	NCIH520	0.4125
MRK-003	ERLOTINIB	NCIH520	4.595000000000001
MRK-003	ETOPOSIDE	NCIH520	2.6925
MRK-003	GELDANAMYCIN	NCIH520	2.855
MRK-003	GEMCITABINE	NCIH520	9.4625
MRK-003	L778123	NCIH520	11.3675
MRK-003	LAPATINIB	NCIH520	9.6525
MRK-003	METFORMIN	NCIH520	2.3125
MRK-003	METHOTREXATE	NCIH520	-2.395
MRK-003	MITOMYCINE	NCIH520	4.0975
MRK-003	MK-2206	NCIH520	11.05
MRK-003	MK-4827	NCIH520	9.0025
MRK-003	MK-5108	NCIH520	4.5675
MRK-003	MK-8669	NCIH520	12.815
MRK-003	MK-8776	NCIH520	7.0225
MRK-003	OXALIPLATIN	NCIH520	-2.0175
MRK-003	PACLITAXEL	NCIH520	6.6425
MRK-003	PD325901	NCIH520	1.0725
MRK-003	SN-38	NCIH520	5.49
MRK-003	SORAFENIB	NCIH520	19.87
MRK-003	SUNITINIB	NCIH520	25.1325
MRK-003	TEMOZOLOMIDE	NCIH520	0.7925
MRK-003	TOPOTECAN	NCIH520	10.5775
MRK-003	VINBLASTINE	NCIH520	7.36
MRK-003	VINORELBINE	NCIH520	3.4325
MRK-003	ZOLINZA	NCIH520	5.3075
OXALIPLATIN	DINACICLIB	NCIH520	0.8174999999999999
OXALIPLATIN	MK-8776	NCIH520	4.21
OXALIPLATIN	SORAFENIB	NCIH520	4.805
PACLITAXEL	ABT-888	NCIH520	1.415
PACLITAXEL	AZD1775	NCIH520	6.6125
PACLITAXEL	BEZ-235	NCIH520	6.2475000000000005
PACLITAXEL	BORTEZOMIB	NCIH520	-0.2175
PACLITAXEL	DASATINIB	NCIH520	8.145
PACLITAXEL	DINACICLIB	NCIH520	2.195
PACLITAXEL	ERLOTINIB	NCIH520	0.765
PACLITAXEL	GELDANAMYCIN	NCIH520	-2.03
PACLITAXEL	L778123	NCIH520	3.9825
PACLITAXEL	LAPATINIB	NCIH520	0.5575
PACLITAXEL	MK-2206	NCIH520	7.12
PACLITAXEL	MK-4827	NCIH520	-3.35
PACLITAXEL	MK-5108	NCIH520	6.4375
PACLITAXEL	MK-8669	NCIH520	7.2075
PACLITAXEL	MK-8776	NCIH520	-2.0125
PACLITAXEL	PD325901	NCIH520	-1.9025
PACLITAXEL	SORAFENIB	NCIH520	6.325
PACLITAXEL	SUNITINIB	NCIH520	9.8425
PACLITAXEL	TEMOZOLOMIDE	NCIH520	1.3924999999999998
PACLITAXEL	ZOLINZA	NCIH520	8.915
PD325901	ABT-888	NCIH520	4.915
PD325901	BEZ-235	NCIH520	12.0475
PD325901	BORTEZOMIB	NCIH520	-0.4374999999999999
PD325901	DASATINIB	NCIH520	-18.6475
PD325901	DINACICLIB	NCIH520	-2.2475
PD325901	GELDANAMYCIN	NCIH520	-4.9375
PD325901	MK-8669	NCIH520	2.095
PD325901	MK-8776	NCIH520	-8.095
PD325901	OXALIPLATIN	NCIH520	-4.365
PD325901	SN-38	NCIH520	-0.385
PD325901	SORAFENIB	NCIH520	7.82
PD325901	TOPOTECAN	NCIH520	-1.2925
SN-38	DINACICLIB	NCIH520	2.12
SN-38	MK-8776	NCIH520	9.5925
SN-38	SORAFENIB	NCIH520	11.1825
SORAFENIB	DINACICLIB	NCIH520	5.77
SORAFENIB	MK-8776	NCIH520	13.107500000000002
SUNITINIB	ABT-888	NCIH520	10.38
SUNITINIB	AZD1775	NCIH520	14.4575
SUNITINIB	BEZ-235	NCIH520	18.1775
SUNITINIB	BORTEZOMIB	NCIH520	5.92
SUNITINIB	DASATINIB	NCIH520	11.56
SUNITINIB	DINACICLIB	NCIH520	11.0325
SUNITINIB	ERLOTINIB	NCIH520	16.4725
SUNITINIB	GELDANAMYCIN	NCIH520	7.1875
SUNITINIB	LAPATINIB	NCIH520	17.9175
SUNITINIB	MK-2206	NCIH520	12.5425
SUNITINIB	MK-4827	NCIH520	12.38
SUNITINIB	MK-5108	NCIH520	7.097499999999999
SUNITINIB	MK-8669	NCIH520	17.8625
SUNITINIB	MK-8776	NCIH520	11.1575
SUNITINIB	OXALIPLATIN	NCIH520	2.8275
SUNITINIB	PD325901	NCIH520	7.715
SUNITINIB	SN-38	NCIH520	9.995
SUNITINIB	SORAFENIB	NCIH520	12.6575
SUNITINIB	TEMOZOLOMIDE	NCIH520	6.864999999999999
SUNITINIB	TOPOTECAN	NCIH520	5.015
TEMOZOLOMIDE	ABT-888	NCIH520	8.260000000000002
TEMOZOLOMIDE	AZD1775	NCIH520	4.2075000000000005
TEMOZOLOMIDE	BEZ-235	NCIH520	10.07
TEMOZOLOMIDE	BORTEZOMIB	NCIH520	0.5325000000000001
TEMOZOLOMIDE	DASATINIB	NCIH520	-1.5699999999999998
TEMOZOLOMIDE	DINACICLIB	NCIH520	-1.5725
TEMOZOLOMIDE	ERLOTINIB	NCIH520	7.4575
TEMOZOLOMIDE	GELDANAMYCIN	NCIH520	-2.145
TEMOZOLOMIDE	LAPATINIB	NCIH520	2.8375000000000004
TEMOZOLOMIDE	MK-2206	NCIH520	-4.1675
TEMOZOLOMIDE	MK-4827	NCIH520	17.064999999999998
TEMOZOLOMIDE	MK-5108	NCIH520	-4.234999999999999
TEMOZOLOMIDE	MK-8669	NCIH520	6.805
TEMOZOLOMIDE	MK-8776	NCIH520	4.2825
TEMOZOLOMIDE	OXALIPLATIN	NCIH520	-3.545
TEMOZOLOMIDE	PD325901	NCIH520	-0.985
TEMOZOLOMIDE	SN-38	NCIH520	-1.7975
TEMOZOLOMIDE	SORAFENIB	NCIH520	6.914999999999999
TEMOZOLOMIDE	TOPOTECAN	NCIH520	0.6949999999999998
TOPOTECAN	BEZ-235	NCIH520	8.967500000000001
TOPOTECAN	DINACICLIB	NCIH520	3.0075
TOPOTECAN	MK-8776	NCIH520	8.965
TOPOTECAN	SORAFENIB	NCIH520	12.9
VINBLASTINE	ABT-888	NCIH520	-6.782500000000001
VINBLASTINE	AZD1775	NCIH520	7.397499999999999
VINBLASTINE	BEZ-235	NCIH520	8.094999999999999
VINBLASTINE	BORTEZOMIB	NCIH520	0.72
VINBLASTINE	DASATINIB	NCIH520	4.2700000000000005
VINBLASTINE	DINACICLIB	NCIH520	-4.575
VINBLASTINE	ERLOTINIB	NCIH520	8.692499999999999
VINBLASTINE	GELDANAMYCIN	NCIH520	-3.0
VINBLASTINE	L778123	NCIH520	9.4775
VINBLASTINE	LAPATINIB	NCIH520	0.1374999999999999
VINBLASTINE	MK-2206	NCIH520	2.7675
VINBLASTINE	MK-4827	NCIH520	-4.105
VINBLASTINE	MK-5108	NCIH520	3.26
VINBLASTINE	MK-8669	NCIH520	0.045
VINBLASTINE	MK-8776	NCIH520	-3.3675
VINBLASTINE	PD325901	NCIH520	-2.71
VINBLASTINE	SORAFENIB	NCIH520	8.28
VINBLASTINE	SUNITINIB	NCIH520	7.935
VINBLASTINE	TEMOZOLOMIDE	NCIH520	-17.97
VINBLASTINE	ZOLINZA	NCIH520	2.7275
VINORELBINE	ABT-888	NCIH520	-4.69
VINORELBINE	AZD1775	NCIH520	5.355
VINORELBINE	BEZ-235	NCIH520	7.175
VINORELBINE	BORTEZOMIB	NCIH520	0.305
VINORELBINE	DASATINIB	NCIH520	5.452500000000001
VINORELBINE	DINACICLIB	NCIH520	2.4024999999999994
VINORELBINE	ERLOTINIB	NCIH520	4.4
VINORELBINE	GELDANAMYCIN	NCIH520	-2.7125000000000004
VINORELBINE	LAPATINIB	NCIH520	0.42
VINORELBINE	MK-2206	NCIH520	5.52
VINORELBINE	MK-4827	NCIH520	-4.8925
VINORELBINE	MK-5108	NCIH520	-1.79
VINORELBINE	MK-8669	NCIH520	5.7525
VINORELBINE	MK-8776	NCIH520	2.82
VINORELBINE	PD325901	NCIH520	-6.81
VINORELBINE	SORAFENIB	NCIH520	4.785
VINORELBINE	SUNITINIB	NCIH520	10.2625
VINORELBINE	TEMOZOLOMIDE	NCIH520	-5.0325
VINORELBINE	ZOLINZA	NCIH520	4.1625
ZOLINZA	ABT-888	NCIH520	9.5175
ZOLINZA	AZD1775	NCIH520	9.0675
ZOLINZA	BEZ-235	NCIH520	10.8575
ZOLINZA	BORTEZOMIB	NCIH520	6.475
ZOLINZA	DASATINIB	NCIH520	1.9925
ZOLINZA	DINACICLIB	NCIH520	-0.03
ZOLINZA	ERLOTINIB	NCIH520	11.515
ZOLINZA	GELDANAMYCIN	NCIH520	2.06
ZOLINZA	GEMCITABINE	NCIH520	15.985
ZOLINZA	LAPATINIB	NCIH520	4.984999999999999
ZOLINZA	MK-2206	NCIH520	4.9125
ZOLINZA	MK-4827	NCIH520	6.525
ZOLINZA	MK-5108	NCIH520	9.0625
ZOLINZA	MK-8669	NCIH520	4.8875
ZOLINZA	MK-8776	NCIH520	9.2525
ZOLINZA	OXALIPLATIN	NCIH520	3.3275
ZOLINZA	PD325901	NCIH520	4.4375
ZOLINZA	SN-38	NCIH520	7.942499999999999
ZOLINZA	SORAFENIB	NCIH520	9.73
ZOLINZA	SUNITINIB	NCIH520	13.26
ZOLINZA	TEMOZOLOMIDE	NCIH520	7.265000000000001
ZOLINZA	TOPOTECAN	NCIH520	7.4475
5-FU	ABT-888	OV90	-3.1674999999999995
5-FU	AZD1775	OV90	0.0050000000000001
5-FU	BEZ-235	OV90	4.925
5-FU	BORTEZOMIB	OV90	-1.3925
5-FU	DASATINIB	OV90	2.1175
5-FU	DINACICLIB	OV90	-1.1424999999999998
5-FU	ERLOTINIB	OV90	0.5325
5-FU	GELDANAMYCIN	OV90	3.635
5-FU	L778123	OV90	8.307500000000001
5-FU	LAPATINIB	OV90	0.9274999999999998
5-FU	MK-2206	OV90	3.0025000000000004
5-FU	MK-4827	OV90	-1.1875
5-FU	MK-5108	OV90	3.9925
5-FU	MK-8669	OV90	2.1525
5-FU	MK-8776	OV90	1.6849999999999998
5-FU	PD325901	OV90	-0.3299999999999999
5-FU	SORAFENIB	OV90	5.7
5-FU	SUNITINIB	OV90	4.695
5-FU	TEMOZOLOMIDE	OV90	-0.1624999999999999
5-FU	ZOLINZA	OV90	2.825
ABT-888	BEZ-235	OV90	4.18
ABT-888	DINACICLIB	OV90	-0.91
ABT-888	GELDANAMYCIN	OV90	0.925
ABT-888	MK-8669	OV90	-1.3675
ABT-888	MK-8776	OV90	0.3675
ABT-888	OXALIPLATIN	OV90	-11.765
ABT-888	SN-38	OV90	11.32
ABT-888	SORAFENIB	OV90	5.285
ABT-888	TOPOTECAN	OV90	-3.7275
AZD1775	ABT-888	OV90	-2.1525
AZD1775	BEZ-235	OV90	9.7575
AZD1775	BORTEZOMIB	OV90	-1.07
AZD1775	DASATINIB	OV90	14.1225
AZD1775	DINACICLIB	OV90	-1.9150000000000005
AZD1775	ERLOTINIB	OV90	1.61
AZD1775	GELDANAMYCIN	OV90	0.5974999999999999
AZD1775	LAPATINIB	OV90	0.0899999999999998
AZD1775	MK-2206	OV90	6.8275
AZD1775	MK-4827	OV90	3.005
AZD1775	MK-5108	OV90	-0.8775000000000001
AZD1775	MK-8669	OV90	7.705
AZD1775	MK-8776	OV90	18.415
AZD1775	OXALIPLATIN	OV90	-4.835
AZD1775	PD325901	OV90	5.095
AZD1775	SN-38	OV90	3.8225
AZD1775	SORAFENIB	OV90	6.5625
