drugname1	drugname2	cell_line	loewe
VINORELBINE	BEZ-235	NCIH23	-212.4597871553
VINORELBINE	BORTEZOMIB	NCIH23	-257.7597110447
VINORELBINE	DASATINIB	NCIH23	4.4401509656
VINORELBINE	DINACICLIB	NCIH23	-16.2609857724
VINORELBINE	ERLOTINIB	NCIH23	5.7923068419
VINORELBINE	GELDANAMYCIN	NCIH23	-277.8941379112
VINORELBINE	LAPATINIB	NCIH23	0.5820527198
VINORELBINE	MK-2206	NCIH23	6.6118511582
VINORELBINE	MK-4827	NCIH23	-25.9719827303
VINORELBINE	MK-5108	NCIH23	-14.3339426993
VINORELBINE	MK-8669	NCIH23	-3.8078441176
VINORELBINE	MK-8776	NCIH23	0.8843739527
VINORELBINE	PD325901	NCIH23	-177.67006323240005
VINORELBINE	SORAFENIB	NCIH23	-9.2765500554
VINORELBINE	SUNITINIB	NCIH23	-6.6574514717
VINORELBINE	TEMOZOLOMIDE	NCIH23	-9.8594647464
VINORELBINE	ZOLINZA	NCIH23	-40.5393372555
ZOLINZA	ABT-888	NCIH23	1.3847611408000002
ZOLINZA	AZD1775	NCIH23	10.3411257706
ZOLINZA	BEZ-235	NCIH23	-3.6033990489
ZOLINZA	BORTEZOMIB	NCIH23	-19.2825763909
ZOLINZA	DASATINIB	NCIH23	-2.1679243106
ZOLINZA	DINACICLIB	NCIH23	-34.8953456114
ZOLINZA	ERLOTINIB	NCIH23	-17.0166438069
ZOLINZA	GELDANAMYCIN	NCIH23	-47.9587244269
ZOLINZA	GEMCITABINE	NCIH23	1.7073623191999998
ZOLINZA	LAPATINIB	NCIH23	-15.5331423703
ZOLINZA	MK-2206	NCIH23	-8.4684992005
ZOLINZA	MK-4827	NCIH23	-16.749830566700002
ZOLINZA	MK-5108	NCIH23	-14.3815758266
ZOLINZA	MK-8669	NCIH23	1.7159545954
ZOLINZA	MK-8776	NCIH23	13.3045797832
ZOLINZA	OXALIPLATIN	NCIH23	-28.828386978
ZOLINZA	PD325901	NCIH23	-31.2709968592
ZOLINZA	SN-38	NCIH23	-14.8380303653
ZOLINZA	SORAFENIB	NCIH23	-13.9234373117
ZOLINZA	SUNITINIB	NCIH23	-16.7195238609
ZOLINZA	TEMOZOLOMIDE	NCIH23	-24.5972694623
ZOLINZA	TOPOTECAN	NCIH23	-1.0349204741
5-FU	ABT-888	NCIH460	-6.611947916599999
5-FU	AZD1775	NCIH460	13.5826976918
5-FU	BEZ-235	NCIH460	20.1004137353
5-FU	BORTEZOMIB	NCIH460	-18.9981302614
5-FU	DASATINIB	NCIH460	21.6687261012
5-FU	DINACICLIB	NCIH460	-7.4209805584
5-FU	ERLOTINIB	NCIH460	17.2248469758
5-FU	GELDANAMYCIN	NCIH460	-2.4468045136
5-FU	L778123	NCIH460	-0.5617591171
5-FU	LAPATINIB	NCIH460	-2.0350125809
5-FU	MK-2206	NCIH460	16.5835935756
5-FU	MK-4827	NCIH460	-2.8604770301
5-FU	MK-5108	NCIH460	-5.659480778200001
5-FU	MK-8669	NCIH460	5.0187908405
5-FU	MK-8776	NCIH460	24.8460568521
5-FU	PD325901	NCIH460	16.3321845736
5-FU	SORAFENIB	NCIH460	-0.8956375394
5-FU	SUNITINIB	NCIH460	7.1293241074
5-FU	TEMOZOLOMIDE	NCIH460	-23.4110538092
5-FU	ZOLINZA	NCIH460	7.0572183289
ABT-888	BEZ-235	NCIH460	18.1007010567
ABT-888	DINACICLIB	NCIH460	5.614266478999999
ABT-888	GELDANAMYCIN	NCIH460	-2.126961774
ABT-888	MK-8669	NCIH460	-7.2578952444
ABT-888	MK-8776	NCIH460	-0.2963538419
ABT-888	OXALIPLATIN	NCIH460	-20.3665605653
ABT-888	SN-38	NCIH460	22.6030362318
ABT-888	SORAFENIB	NCIH460	11.612997883199998
ABT-888	TOPOTECAN	NCIH460	-35.5582435714
AZD1775	ABT-888	NCIH460	-6.6040385634000005
AZD1775	BEZ-235	NCIH460	38.2132515673
AZD1775	BORTEZOMIB	NCIH460	6.749716946
AZD1775	DASATINIB	NCIH460	24.6754330932
AZD1775	DINACICLIB	NCIH460	-3.5452867485
AZD1775	ERLOTINIB	NCIH460	-1.1293194678
AZD1775	GELDANAMYCIN	NCIH460	-5.186641338
AZD1775	LAPATINIB	NCIH460	-4.8673204283
AZD1775	MK-2206	NCIH460	10.1674800842
AZD1775	MK-4827	NCIH460	5.533537032100001
AZD1775	MK-5108	NCIH460	-2.6493767118
AZD1775	MK-8669	NCIH460	18.2320070898
AZD1775	MK-8776	NCIH460	33.9435019718
AZD1775	OXALIPLATIN	NCIH460	-11.9248249548
AZD1775	PD325901	NCIH460	8.6831324508
AZD1775	SN-38	NCIH460	-2.3728896032
AZD1775	SORAFENIB	NCIH460	8.3346015802
AZD1775	TOPOTECAN	NCIH460	-17.0696513722
BEZ-235	DINACICLIB	NCIH460	16.841246904400002
BEZ-235	MK-8776	NCIH460	41.2719938094
BEZ-235	OXALIPLATIN	NCIH460	3.0426378574
BEZ-235	SN-38	NCIH460	39.22686474
BEZ-235	SORAFENIB	NCIH460	10.1746724208
BORTEZOMIB	ABT-888	NCIH460	8.9811621356
BORTEZOMIB	BEZ-235	NCIH460	21.6708990661
BORTEZOMIB	DASATINIB	NCIH460	36.829351125
BORTEZOMIB	DINACICLIB	NCIH460	-24.291652934
BORTEZOMIB	GELDANAMYCIN	NCIH460	-19.4072736212
BORTEZOMIB	MK-8669	NCIH460	6.3186633134
BORTEZOMIB	MK-8776	NCIH460	4.4023086107
BORTEZOMIB	OXALIPLATIN	NCIH460	-32.0386361863
BORTEZOMIB	SN-38	NCIH460	12.9078169749
BORTEZOMIB	SORAFENIB	NCIH460	-5.46597089
BORTEZOMIB	TOPOTECAN	NCIH460	-33.8197498256
CARBOPLATIN	ABT-888	NCIH460	3.1290490477
CARBOPLATIN	AZD1775	NCIH460	4.229104785400001
CARBOPLATIN	BEZ-235	NCIH460	62.996079982
CARBOPLATIN	BORTEZOMIB	NCIH460	-4.6330311031
CARBOPLATIN	DASATINIB	NCIH460	10.6865179132
CARBOPLATIN	DINACICLIB	NCIH460	-6.2593018487
CARBOPLATIN	ERLOTINIB	NCIH460	6.6261583568
CARBOPLATIN	GELDANAMYCIN	NCIH460	-10.2921994785
CARBOPLATIN	L778123	NCIH460	-7.6567998585
CARBOPLATIN	LAPATINIB	NCIH460	-21.7211530022
CARBOPLATIN	MK-2206	NCIH460	13.1037146099
CARBOPLATIN	MK-4827	NCIH460	6.5222731186
CARBOPLATIN	MK-5108	NCIH460	-17.5324902057
CARBOPLATIN	MK-8669	NCIH460	28.5216578827
CARBOPLATIN	MK-8776	NCIH460	17.7964809411
CARBOPLATIN	PD325901	NCIH460	18.4163213364
CARBOPLATIN	SORAFENIB	NCIH460	-16.7677628117
CARBOPLATIN	SUNITINIB	NCIH460	4.3569355008
CARBOPLATIN	TEMOZOLOMIDE	NCIH460	-33.1682341073
CARBOPLATIN	ZOLINZA	NCIH460	3.8916404447
CYCLOPHOSPHAMIDE	ABT-888	NCIH460	17.4341120214
CYCLOPHOSPHAMIDE	AZD1775	NCIH460	0.6393988282999999
CYCLOPHOSPHAMIDE	BEZ-235	NCIH460	15.7791139211
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH460	14.88718391
CYCLOPHOSPHAMIDE	DASATINIB	NCIH460	-3.312764954
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH460	10.0035713913
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH460	-8.7229038303
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH460	3.6864006466
CYCLOPHOSPHAMIDE	L778123	NCIH460	-1.217739434
CYCLOPHOSPHAMIDE	LAPATINIB	NCIH460	-17.6328025657
CYCLOPHOSPHAMIDE	MK-2206	NCIH460	6.5722547702
CYCLOPHOSPHAMIDE	MK-4827	NCIH460	-1.0917274063
CYCLOPHOSPHAMIDE	MK-5108	NCIH460	-5.895400138099999
CYCLOPHOSPHAMIDE	MK-8669	NCIH460	10.9519185568
CYCLOPHOSPHAMIDE	MK-8776	NCIH460	5.505691677200001
CYCLOPHOSPHAMIDE	PD325901	NCIH460	-3.4657090854000003
CYCLOPHOSPHAMIDE	SORAFENIB	NCIH460	9.2603479866
CYCLOPHOSPHAMIDE	SUNITINIB	NCIH460	3.1075656979
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	NCIH460	16.291011527000002
CYCLOPHOSPHAMIDE	ZOLINZA	NCIH460	5.1445984331
DASATINIB	ABT-888	NCIH460	4.251314692699999
DASATINIB	BEZ-235	NCIH460	80.6956692166
DASATINIB	DINACICLIB	NCIH460	27.5350570034
DASATINIB	GELDANAMYCIN	NCIH460	0.7265659533
DASATINIB	MK-8669	NCIH460	39.8192077733
DASATINIB	MK-8776	NCIH460	43.0083965538
DASATINIB	OXALIPLATIN	NCIH460	-30.1638766842
DASATINIB	SN-38	NCIH460	27.1601580736
DASATINIB	SORAFENIB	NCIH460	24.9781502813
DASATINIB	TOPOTECAN	NCIH460	-27.4238327314
DEXAMETHASONE	ABT-888	NCIH460	-9.8098004153
DEXAMETHASONE	AZD1775	NCIH460	5.9040660678
DEXAMETHASONE	BEZ-235	NCIH460	23.5827254548
DEXAMETHASONE	BORTEZOMIB	NCIH460	27.1788265214
DEXAMETHASONE	DASATINIB	NCIH460	-13.6086709571
DEXAMETHASONE	DINACICLIB	NCIH460	-0.2738272642
DEXAMETHASONE	ERLOTINIB	NCIH460	-8.7839139286
DEXAMETHASONE	GELDANAMYCIN	NCIH460	3.7409150066
DEXAMETHASONE	L778123	NCIH460	2.6464045429
DEXAMETHASONE	LAPATINIB	NCIH460	-16.755332388499998
DEXAMETHASONE	MK-2206	NCIH460	12.4883176978
DEXAMETHASONE	MK-4827	NCIH460	0.1015995026
DEXAMETHASONE	MK-5108	NCIH460	-10.3830396289
DEXAMETHASONE	MK-8669	NCIH460	8.2856306287
DEXAMETHASONE	MK-8776	NCIH460	6.115648144700001
DEXAMETHASONE	PD325901	NCIH460	7.734391716
DEXAMETHASONE	SORAFENIB	NCIH460	10.8863238852
DEXAMETHASONE	SUNITINIB	NCIH460	6.5385234776
DEXAMETHASONE	TEMOZOLOMIDE	NCIH460	1.0168111811
DEXAMETHASONE	ZOLINZA	NCIH460	6.1190343511
DINACICLIB	MK-8776	NCIH460	5.6321962562
DOXORUBICIN	ABT-888	NCIH460	4.5155076938
DOXORUBICIN	AZD1775	NCIH460	7.0644442814
DOXORUBICIN	BEZ-235	NCIH460	29.2205675246
DOXORUBICIN	BORTEZOMIB	NCIH460	-6.4931419648
DOXORUBICIN	DASATINIB	NCIH460	32.1628344784
DOXORUBICIN	DINACICLIB	NCIH460	1.9701454753
DOXORUBICIN	ERLOTINIB	NCIH460	9.7642673122
DOXORUBICIN	GELDANAMYCIN	NCIH460	2.8567769672
DOXORUBICIN	L778123	NCIH460	5.995285029700001
DOXORUBICIN	LAPATINIB	NCIH460	7.1919524377
DOXORUBICIN	MK-2206	NCIH460	34.7462244564
DOXORUBICIN	MK-4827	NCIH460	1.6790627649
DOXORUBICIN	MK-5108	NCIH460	-12.2520147789
DOXORUBICIN	MK-8669	NCIH460	11.4986529548
DOXORUBICIN	MK-8776	NCIH460	8.4758945954
DOXORUBICIN	PD325901	NCIH460	28.3358394756
DOXORUBICIN	SORAFENIB	NCIH460	-1.6447921923
DOXORUBICIN	SUNITINIB	NCIH460	-1.4668981083
DOXORUBICIN	TEMOZOLOMIDE	NCIH460	0.3839110751
DOXORUBICIN	ZOLINZA	NCIH460	13.4051107423
ERLOTINIB	ABT-888	NCIH460	-6.5156533334
ERLOTINIB	BEZ-235	NCIH460	34.6517732338
ERLOTINIB	BORTEZOMIB	NCIH460	5.1570725254
ERLOTINIB	DASATINIB	NCIH460	10.2485876805
ERLOTINIB	DINACICLIB	NCIH460	13.5976795787
ERLOTINIB	GELDANAMYCIN	NCIH460	19.6340789023
ERLOTINIB	MK-8669	NCIH460	42.4955920729
ERLOTINIB	MK-8776	NCIH460	1.7017308633
ERLOTINIB	OXALIPLATIN	NCIH460	-45.6865838588
ERLOTINIB	PD325901	NCIH460	17.652914217
ERLOTINIB	SN-38	NCIH460	67.7815276037
ERLOTINIB	SORAFENIB	NCIH460	15.3257859454
ERLOTINIB	TOPOTECAN	NCIH460	33.0986580672
ETOPOSIDE	ABT-888	NCIH460	-4.3206170725
ETOPOSIDE	AZD1775	NCIH460	2.9555134809
ETOPOSIDE	BEZ-235	NCIH460	29.5968063723
ETOPOSIDE	BORTEZOMIB	NCIH460	-8.8243957862
ETOPOSIDE	DASATINIB	NCIH460	40.1209851299
ETOPOSIDE	DINACICLIB	NCIH460	-3.3198544351
ETOPOSIDE	ERLOTINIB	NCIH460	46.673085532200005
ETOPOSIDE	GELDANAMYCIN	NCIH460	2.8251742244
ETOPOSIDE	LAPATINIB	NCIH460	13.8504403802
ETOPOSIDE	MK-2206	NCIH460	46.5665782366
ETOPOSIDE	MK-4827	NCIH460	15.8213671089
ETOPOSIDE	MK-5108	NCIH460	-12.8962183209
ETOPOSIDE	MK-8669	NCIH460	9.2490365115
ETOPOSIDE	MK-8776	NCIH460	5.6876950992
ETOPOSIDE	PD325901	NCIH460	39.7597823446
ETOPOSIDE	SORAFENIB	NCIH460	8.3552611037
ETOPOSIDE	SUNITINIB	NCIH460	4.6189522327
ETOPOSIDE	TEMOZOLOMIDE	NCIH460	-9.8145457342
ETOPOSIDE	ZOLINZA	NCIH460	8.0538317652
GELDANAMYCIN	BEZ-235	NCIH460	34.0365680185
GELDANAMYCIN	DINACICLIB	NCIH460	2.8052378193000003
GELDANAMYCIN	MK-8776	NCIH460	2.499220803
GELDANAMYCIN	OXALIPLATIN	NCIH460	-9.5230116593
GELDANAMYCIN	SN-38	NCIH460	11.227798858599998
GELDANAMYCIN	SORAFENIB	NCIH460	-1.4522449707
GELDANAMYCIN	TOPOTECAN	NCIH460	-23.9578441367
GEMCITABINE	ABT-888	NCIH460	8.9090495496
GEMCITABINE	AZD1775	NCIH460	17.0738471838
GEMCITABINE	BEZ-235	NCIH460	23.3604266672
GEMCITABINE	BORTEZOMIB	NCIH460	-21.3029384062
GEMCITABINE	DASATINIB	NCIH460	34.8928637864
GEMCITABINE	DINACICLIB	NCIH460	-5.733262074
GEMCITABINE	ERLOTINIB	NCIH460	15.0301013949
GEMCITABINE	GELDANAMYCIN	NCIH460	-12.442645427
GEMCITABINE	LAPATINIB	NCIH460	14.255500261300002
GEMCITABINE	MK-2206	NCIH460	25.0706834624
GEMCITABINE	MK-4827	NCIH460	8.6898626344
GEMCITABINE	MK-5108	NCIH460	-12.7219541613
GEMCITABINE	MK-8669	NCIH460	26.9852080687
GEMCITABINE	MK-8776	NCIH460	40.3245615001
GEMCITABINE	PD325901	NCIH460	16.0256211525
GEMCITABINE	SORAFENIB	NCIH460	-9.0033454741
GEMCITABINE	SUNITINIB	NCIH460	9.0364652761
GEMCITABINE	TEMOZOLOMIDE	NCIH460	-1.7468132116
L778123	ABT-888	NCIH460	-3.1516373680000003
L778123	AZD1775	NCIH460	14.8669816245
L778123	BEZ-235	NCIH460	38.5394432127
L778123	BORTEZOMIB	NCIH460	7.2550749698
L778123	DASATINIB	NCIH460	22.3962439457
L778123	DINACICLIB	NCIH460	-3.66083253
L778123	ERLOTINIB	NCIH460	10.7754142681
L778123	ETOPOSIDE	NCIH460	11.9887800653
L778123	GELDANAMYCIN	NCIH460	31.1047843071
L778123	GEMCITABINE	NCIH460	7.4460689551
L778123	LAPATINIB	NCIH460	6.0295596967
L778123	MK-2206	NCIH460	24.1100311085
L778123	MK-4827	NCIH460	8.1110650116
L778123	MK-5108	NCIH460	-0.2312891859
L778123	MK-8669	NCIH460	29.8429281485
L778123	MK-8776	NCIH460	6.9332051438
L778123	OXALIPLATIN	NCIH460	-14.911462779
L778123	PD325901	NCIH460	15.514856362
L778123	SN-38	NCIH460	9.4922931381
L778123	SORAFENIB	NCIH460	10.1640296396
L778123	SUNITINIB	NCIH460	13.201241919
L778123	TEMOZOLOMIDE	NCIH460	0.5914193211
L778123	TOPOTECAN	NCIH460	10.3853171789
L778123	VINORELBINE	NCIH460	4.8980557677
L778123	ZOLINZA	NCIH460	11.9160719683
LAPATINIB	ABT-888	NCIH460	-10.785569922
LAPATINIB	BEZ-235	NCIH460	22.4473345673
LAPATINIB	BORTEZOMIB	NCIH460	25.6828902696
LAPATINIB	DASATINIB	NCIH460	-15.6059656631
LAPATINIB	DINACICLIB	NCIH460	27.2015729579
LAPATINIB	ERLOTINIB	NCIH460	-2.9237499623
LAPATINIB	GELDANAMYCIN	NCIH460	26.7854593186
LAPATINIB	MK-2206	NCIH460	5.488517108200001
LAPATINIB	MK-4827	NCIH460	4.8168392451
LAPATINIB	MK-5108	NCIH460	-4.7157238675
LAPATINIB	MK-8669	NCIH460	-4.4267411544
LAPATINIB	MK-8776	NCIH460	-10.3509943625
LAPATINIB	OXALIPLATIN	NCIH460	-45.6598878074
LAPATINIB	PD325901	NCIH460	16.9404212875
LAPATINIB	SN-38	NCIH460	72.7957823326
LAPATINIB	SORAFENIB	NCIH460	16.8437849901
LAPATINIB	TOPOTECAN	NCIH460	5.0640972979
METFORMIN	ABT-888	NCIH460	-3.3169028045
METFORMIN	AZD1775	NCIH460	-3.7431227493
METFORMIN	BEZ-235	NCIH460	14.2724189144
METFORMIN	BORTEZOMIB	NCIH460	-4.7846844889
METFORMIN	DASATINIB	NCIH460	2.9492656963
METFORMIN	DINACICLIB	NCIH460	-1.639304296
METFORMIN	ERLOTINIB	NCIH460	-4.3985771009
METFORMIN	GELDANAMYCIN	NCIH460	-5.1247190718
METFORMIN	L778123	NCIH460	3.1888993626
METFORMIN	LAPATINIB	NCIH460	-7.0184293515
METFORMIN	MK-2206	NCIH460	-12.9086397773
METFORMIN	MK-4827	NCIH460	3.1867417337
METFORMIN	MK-5108	NCIH460	-9.3541440895
METFORMIN	MK-8669	NCIH460	2.4245571497
METFORMIN	MK-8776	NCIH460	-11.6438546812
METFORMIN	PD325901	NCIH460	-5.7406152497
METFORMIN	SORAFENIB	NCIH460	10.0703424389
METFORMIN	SUNITINIB	NCIH460	-0.0781632441
METFORMIN	TEMOZOLOMIDE	NCIH460	-9.9019775411
METFORMIN	ZOLINZA	NCIH460	-4.5844542115
METHOTREXATE	ABT-888	NCIH460	-12.6803765142
METHOTREXATE	AZD1775	NCIH460	-11.0422670832
METHOTREXATE	BEZ-235	NCIH460	-30.6831327123
METHOTREXATE	BORTEZOMIB	NCIH460	-27.716384683
METHOTREXATE	DASATINIB	NCIH460	-21.1926574493
METHOTREXATE	DINACICLIB	NCIH460	1.6743885905000002
METHOTREXATE	ERLOTINIB	NCIH460	-16.123376128
METHOTREXATE	GELDANAMYCIN	NCIH460	-39.7058749589
METHOTREXATE	L778123	NCIH460	-18.1248013337
METHOTREXATE	LAPATINIB	NCIH460	-19.1290541544
METHOTREXATE	MK-2206	NCIH460	-21.210140358
METHOTREXATE	MK-4827	NCIH460	-15.38289385
METHOTREXATE	MK-5108	NCIH460	-39.3995561135
METHOTREXATE	MK-8669	NCIH460	-11.054302296
METHOTREXATE	MK-8776	NCIH460	-6.4670930244
METHOTREXATE	PD325901	NCIH460	-22.3243713997
METHOTREXATE	SORAFENIB	NCIH460	-14.8045154302
METHOTREXATE	SUNITINIB	NCIH460	-15.2597917233
METHOTREXATE	TEMOZOLOMIDE	NCIH460	-27.2191237755
METHOTREXATE	ZOLINZA	NCIH460	-36.4326161747
MITOMYCINE	ABT-888	NCIH460	-1.078542352
MITOMYCINE	AZD1775	NCIH460	1.8320461379
MITOMYCINE	BEZ-235	NCIH460	28.301885105
MITOMYCINE	BORTEZOMIB	NCIH460	-21.2869766593
MITOMYCINE	DASATINIB	NCIH460	20.2512215657
MITOMYCINE	DINACICLIB	NCIH460	-1.8179920929
MITOMYCINE	ERLOTINIB	NCIH460	-98.5391293466
MITOMYCINE	GELDANAMYCIN	NCIH460	-6.8571794227
MITOMYCINE	L778123	NCIH460	-38.1213453914
MITOMYCINE	LAPATINIB	NCIH460	-1.0459739154
MITOMYCINE	MK-2206	NCIH460	23.7167723105
MITOMYCINE	MK-4827	NCIH460	1.6240878412
MITOMYCINE	MK-5108	NCIH460	-25.0315860297
MITOMYCINE	MK-8669	NCIH460	14.1114733848
MITOMYCINE	MK-8776	NCIH460	6.8003196936000005
MITOMYCINE	PD325901	NCIH460	7.2789792254
MITOMYCINE	SORAFENIB	NCIH460	-49.510471690600006
MITOMYCINE	SUNITINIB	NCIH460	4.2205318825
MITOMYCINE	TEMOZOLOMIDE	NCIH460	-8.8790337724
MITOMYCINE	ZOLINZA	NCIH460	3.1787260787
MK-2206	ABT-888	NCIH460	-6.7992512031
MK-2206	BEZ-235	NCIH460	36.4870984125
MK-2206	BORTEZOMIB	NCIH460	8.4917508773
MK-2206	DASATINIB	NCIH460	52.9974866425
MK-2206	DINACICLIB	NCIH460	4.2318460409
MK-2206	ERLOTINIB	NCIH460	22.953107154
MK-2206	GELDANAMYCIN	NCIH460	22.0536525008
MK-2206	MK-8669	NCIH460	29.8405709541
MK-2206	MK-8776	NCIH460	0.4558348564
MK-2206	OXALIPLATIN	NCIH460	-36.832372170700005
MK-2206	PD325901	NCIH460	65.9485253464
MK-2206	SN-38	NCIH460	29.8796348207
MK-2206	SORAFENIB	NCIH460	18.5385569483
MK-2206	TOPOTECAN	NCIH460	22.4445996926
MK-4541	5-FU	NCIH460	-0.8912622090000001
MK-4541	ABT-888	NCIH460	-15.5190450006
MK-4541	AZD1775	NCIH460	-2.5244037375
MK-4541	BEZ-235	NCIH460	21.9352953654
MK-4541	BORTEZOMIB	NCIH460	1.0048156711
MK-4541	CARBOPLATIN	NCIH460	0.8460264493999999
MK-4541	CYCLOPHOSPHAMIDE	NCIH460	-1.3157359451
MK-4541	DASATINIB	NCIH460	-14.6003850145
MK-4541	DEXAMETHASONE	NCIH460	-8.0592420066
MK-4541	DINACICLIB	NCIH460	4.383952857300001
MK-4541	DOXORUBICIN	NCIH460	11.4550593171
MK-4541	ERLOTINIB	NCIH460	0.5709525854
MK-4541	ETOPOSIDE	NCIH460	0.9612382081
MK-4541	GELDANAMYCIN	NCIH460	-2.2835373131
MK-4541	GEMCITABINE	NCIH460	8.351459728
MK-4541	L778123	NCIH460	0.5479080851
MK-4541	LAPATINIB	NCIH460	-12.8660021531
MK-4541	METFORMIN	NCIH460	-19.4461415113
MK-4541	METHOTREXATE	NCIH460	-18.5064324321
MK-4541	MITOMYCINE	NCIH460	-6.569666138
MK-4541	MK-2206	NCIH460	-2.8439614522000003
MK-4541	MK-4827	NCIH460	-3.2185973077
MK-4541	MK-5108	NCIH460	-11.0548865893
MK-4541	MK-8669	NCIH460	-5.051717382300001
MK-4541	MK-8776	NCIH460	2.0718077945
MK-4541	MRK-003	NCIH460	3.2555463303
MK-4541	OXALIPLATIN	NCIH460	-24.9228476064
MK-4541	PACLITAXEL	NCIH460	30.7483133225
MK-4541	PD325901	NCIH460	9.4007027431
MK-4541	SN-38	NCIH460	-1.8227758421
MK-4541	SORAFENIB	NCIH460	13.8858423514
MK-4541	SUNITINIB	NCIH460	3.7851068318
MK-4541	TEMOZOLOMIDE	NCIH460	-11.9517164714
MK-4541	TOPOTECAN	NCIH460	-10.3283364141
MK-4541	VINBLASTINE	NCIH460	-11.0591356034
MK-4541	VINORELBINE	NCIH460	7.6365323128
MK-4541	ZOLINZA	NCIH460	3.2893932816
MK-4827	ABT-888	NCIH460	-13.3337673737
MK-4827	BEZ-235	NCIH460	31.6641367571
MK-4827	BORTEZOMIB	NCIH460	14.5480177999
MK-4827	DASATINIB	NCIH460	10.8688288177
MK-4827	DINACICLIB	NCIH460	10.6814359469
MK-4827	ERLOTINIB	NCIH460	3.6390606614
MK-4827	GELDANAMYCIN	NCIH460	2.1245935418
MK-4827	MK-2206	NCIH460	34.0863129935
MK-4827	MK-8669	NCIH460	10.826070543
MK-4827	MK-8776	NCIH460	18.9264572621
MK-4827	OXALIPLATIN	NCIH460	-14.3052842477
MK-4827	PD325901	NCIH460	15.3937025178
MK-4827	SN-38	NCIH460	28.458042042
MK-4827	SORAFENIB	NCIH460	11.0023644538
MK-4827	TOPOTECAN	NCIH460	12.2369843847
MK-5108	ABT-888	NCIH460	3.26703637
MK-5108	BEZ-235	NCIH460	1.4118202685
MK-5108	BORTEZOMIB	NCIH460	-29.3281423953
MK-5108	DASATINIB	NCIH460	6.920397318099999
MK-5108	DINACICLIB	NCIH460	-8.3090289731
MK-5108	ERLOTINIB	NCIH460	-0.9540443752
MK-5108	GELDANAMYCIN	NCIH460	5.2017631314
MK-5108	MK-2206	NCIH460	5.4744883625
MK-5108	MK-4827	NCIH460	-0.4268016441
MK-5108	MK-8669	NCIH460	-10.615308851
MK-5108	MK-8776	NCIH460	-10.5544510527
MK-5108	OXALIPLATIN	NCIH460	-19.6671460537
MK-5108	PD325901	NCIH460	14.9755845088
MK-5108	SN-38	NCIH460	-11.70061119
MK-5108	SORAFENIB	NCIH460	-0.1265516788
MK-5108	TOPOTECAN	NCIH460	-11.4258172511
MK-8669	BEZ-235	NCIH460	75.0512714746
MK-8669	DINACICLIB	NCIH460	8.9220159952
MK-8669	GELDANAMYCIN	NCIH460	5.2265231362
MK-8669	MK-8776	NCIH460	4.3114636716
MK-8669	OXALIPLATIN	NCIH460	-22.5206402836
MK-8669	SN-38	NCIH460	1.9043422975
MK-8669	SORAFENIB	NCIH460	22.7019455298
MK-8669	TOPOTECAN	NCIH460	3.2898685076
MRK-003	5-FU	NCIH460	-8.2967101209
MRK-003	ABT-888	NCIH460	-2.8706417906
MRK-003	AZD1775	NCIH460	-0.3082064001
MRK-003	BEZ-235	NCIH460	9.6017443703
MRK-003	BORTEZOMIB	NCIH460	11.0193866206
MRK-003	CARBOPLATIN	NCIH460	-14.2419396241
MRK-003	CYCLOPHOSPHAMIDE	NCIH460	-0.7854299305
MRK-003	DASATINIB	NCIH460	7.713928649600001
MRK-003	DEXAMETHASONE	NCIH460	1.3583551246
MRK-003	DINACICLIB	NCIH460	-10.0359563566
MRK-003	DOXORUBICIN	NCIH460	-7.874099335399999
MRK-003	ERLOTINIB	NCIH460	-0.5943814027000001
MRK-003	ETOPOSIDE	NCIH460	-8.1301617303
MRK-003	GELDANAMYCIN	NCIH460	-8.3836123248
MRK-003	GEMCITABINE	NCIH460	4.1065696596
MRK-003	L778123	NCIH460	-1.8547396802
MRK-003	LAPATINIB	NCIH460	1.1401521973
MRK-003	METFORMIN	NCIH460	1.16189824
MRK-003	METHOTREXATE	NCIH460	-19.6900805542
MRK-003	MITOMYCINE	NCIH460	-21.5247465271
MRK-003	MK-2206	NCIH460	-1.9176553774
MRK-003	MK-4827	NCIH460	-0.4002667265
MRK-003	MK-5108	NCIH460	-15.9563022154
MRK-003	MK-8669	NCIH460	-1.62414823
MRK-003	MK-8776	NCIH460	-2.1013582552
MRK-003	OXALIPLATIN	NCIH460	-49.673939134
MRK-003	PACLITAXEL	NCIH460	28.5806462922
MRK-003	PD325901	NCIH460	0.47843509
MRK-003	SN-38	NCIH460	12.295085568
MRK-003	SORAFENIB	NCIH460	8.3487904717
MRK-003	SUNITINIB	NCIH460	-1.6009101143
MRK-003	TEMOZOLOMIDE	NCIH460	-16.097862545799998
MRK-003	TOPOTECAN	NCIH460	10.729112256
MRK-003	VINBLASTINE	NCIH460	23.8302393834
MRK-003	VINORELBINE	NCIH460	11.0978588885
MRK-003	ZOLINZA	NCIH460	-1.315581625
OXALIPLATIN	DINACICLIB	NCIH460	-19.0981554622
OXALIPLATIN	MK-8776	NCIH460	-11.0891711972
OXALIPLATIN	SORAFENIB	NCIH460	-19.3705783929
