drugname1	drugname2	cell_line	zip
ETOPOSIDE	ABT-888	NCIH2122	2.0325
ETOPOSIDE	AZD1775	NCIH2122	6.05
ETOPOSIDE	BEZ-235	NCIH2122	0.13
ETOPOSIDE	BORTEZOMIB	NCIH2122	2.0625
ETOPOSIDE	DASATINIB	NCIH2122	8.33
ETOPOSIDE	DINACICLIB	NCIH2122	1.7675
ETOPOSIDE	ERLOTINIB	NCIH2122	5.79
ETOPOSIDE	GELDANAMYCIN	NCIH2122	1.84
ETOPOSIDE	LAPATINIB	NCIH2122	6.575
ETOPOSIDE	MK-2206	NCIH2122	6.452500000000001
ETOPOSIDE	MK-4827	NCIH2122	3.0425
ETOPOSIDE	MK-5108	NCIH2122	-2.1925
ETOPOSIDE	MK-8669	NCIH2122	2.335
ETOPOSIDE	MK-8776	NCIH2122	1.6925
ETOPOSIDE	PD325901	NCIH2122	2.4075
ETOPOSIDE	SORAFENIB	NCIH2122	-1.415
ETOPOSIDE	SUNITINIB	NCIH2122	5.885
ETOPOSIDE	TEMOZOLOMIDE	NCIH2122	0.2474999999999999
ETOPOSIDE	ZOLINZA	NCIH2122	2.4475
GELDANAMYCIN	BEZ-235	NCIH2122	5.102500000000001
GELDANAMYCIN	DINACICLIB	NCIH2122	6.670000000000001
GELDANAMYCIN	MK-8776	NCIH2122	2.895
GELDANAMYCIN	OXALIPLATIN	NCIH2122	6.7125
GELDANAMYCIN	SN-38	NCIH2122	5.975
GELDANAMYCIN	SORAFENIB	NCIH2122	5.565
GELDANAMYCIN	TOPOTECAN	NCIH2122	-0.065
GEMCITABINE	ABT-888	NCIH2122	11.9575
GEMCITABINE	AZD1775	NCIH2122	5.0600000000000005
GEMCITABINE	BEZ-235	NCIH2122	7.51
GEMCITABINE	BORTEZOMIB	NCIH2122	7.515
GEMCITABINE	DASATINIB	NCIH2122	26.85
GEMCITABINE	DINACICLIB	NCIH2122	5.755
GEMCITABINE	ERLOTINIB	NCIH2122	11.485
GEMCITABINE	GELDANAMYCIN	NCIH2122	1.27
GEMCITABINE	LAPATINIB	NCIH2122	15.835
GEMCITABINE	MK-2206	NCIH2122	13.1625
GEMCITABINE	MK-4827	NCIH2122	10.9125
GEMCITABINE	MK-5108	NCIH2122	1.5325
GEMCITABINE	MK-8669	NCIH2122	16.4875
GEMCITABINE	MK-8776	NCIH2122	4.1375
GEMCITABINE	PD325901	NCIH2122	12.517499999999998
GEMCITABINE	SORAFENIB	NCIH2122	0.7574999999999998
GEMCITABINE	SUNITINIB	NCIH2122	13.9725
GEMCITABINE	TEMOZOLOMIDE	NCIH2122	12.78
L778123	ABT-888	NCIH2122	1.43
L778123	AZD1775	NCIH2122	-0.5
L778123	BEZ-235	NCIH2122	8.5425
L778123	BORTEZOMIB	NCIH2122	-0.4375
L778123	DASATINIB	NCIH2122	-1.7825
L778123	DINACICLIB	NCIH2122	3.755
L778123	ERLOTINIB	NCIH2122	-0.9700000000000002
L778123	ETOPOSIDE	NCIH2122	-7.1925
L778123	GELDANAMYCIN	NCIH2122	4.09
L778123	GEMCITABINE	NCIH2122	-6.85
L778123	LAPATINIB	NCIH2122	0.115
L778123	MK-2206	NCIH2122	3.4975
L778123	MK-4827	NCIH2122	5.284999999999999
L778123	MK-5108	NCIH2122	-1.045
L778123	MK-8669	NCIH2122	9.34625
L778123	MK-8776	NCIH2122	-3.1775
L778123	OXALIPLATIN	NCIH2122	1.2175
L778123	PD325901	NCIH2122	8.1175
L778123	SN-38	NCIH2122	-0.1675000000000001
L778123	SORAFENIB	NCIH2122	-0.3199999999999999
L778123	SUNITINIB	NCIH2122	12.4525
L778123	TEMOZOLOMIDE	NCIH2122	-0.0175
L778123	TOPOTECAN	NCIH2122	-3.7975
L778123	VINORELBINE	NCIH2122	-1.715
L778123	ZOLINZA	NCIH2122	5.2225
LAPATINIB	ABT-888	NCIH2122	-3.0675
LAPATINIB	BEZ-235	NCIH2122	12.735
LAPATINIB	BORTEZOMIB	NCIH2122	5.575
LAPATINIB	DASATINIB	NCIH2122	19.9375
LAPATINIB	DINACICLIB	NCIH2122	6.44
LAPATINIB	ERLOTINIB	NCIH2122	0.9875
LAPATINIB	GELDANAMYCIN	NCIH2122	7.8075
LAPATINIB	MK-2206	NCIH2122	7.87125
LAPATINIB	MK-4827	NCIH2122	4.2275
LAPATINIB	MK-5108	NCIH2122	-1.815
LAPATINIB	MK-8669	NCIH2122	6.074999999999999
LAPATINIB	MK-8776	NCIH2122	2.72
LAPATINIB	OXALIPLATIN	NCIH2122	-10.5275
LAPATINIB	PD325901	NCIH2122	23.6475
LAPATINIB	SN-38	NCIH2122	12.0025
LAPATINIB	SORAFENIB	NCIH2122	3.4425
LAPATINIB	TOPOTECAN	NCIH2122	2.955
METFORMIN	ABT-888	NCIH2122	-4.4325
METFORMIN	AZD1775	NCIH2122	2.28
METFORMIN	BEZ-235	NCIH2122	6.1075
METFORMIN	BORTEZOMIB	NCIH2122	0.7550000000000001
METFORMIN	DASATINIB	NCIH2122	12.1075
METFORMIN	DINACICLIB	NCIH2122	2.0225
METFORMIN	ERLOTINIB	NCIH2122	0.4925000000000001
METFORMIN	GELDANAMYCIN	NCIH2122	3.04
METFORMIN	L778123	NCIH2122	1.18
METFORMIN	LAPATINIB	NCIH2122	1.93
METFORMIN	MK-2206	NCIH2122	-6.745
METFORMIN	MK-4827	NCIH2122	-1.735
METFORMIN	MK-5108	NCIH2122	1.3550000000000002
METFORMIN	MK-8669	NCIH2122	-2.7425
METFORMIN	MK-8776	NCIH2122	3.5425
METFORMIN	PD325901	NCIH2122	-0.2774999999999999
METFORMIN	SORAFENIB	NCIH2122	-0.3
METFORMIN	SUNITINIB	NCIH2122	14.2825
METFORMIN	TEMOZOLOMIDE	NCIH2122	-1.1825
METFORMIN	ZOLINZA	NCIH2122	2.17
METHOTREXATE	ABT-888	NCIH2122	6.9075
METHOTREXATE	AZD1775	NCIH2122	4.32
METHOTREXATE	BEZ-235	NCIH2122	-1.555
METHOTREXATE	BORTEZOMIB	NCIH2122	2.7625
METHOTREXATE	DASATINIB	NCIH2122	16.4525
METHOTREXATE	DINACICLIB	NCIH2122	6.815
METHOTREXATE	ERLOTINIB	NCIH2122	1.4725
METHOTREXATE	GELDANAMYCIN	NCIH2122	-2.33
METHOTREXATE	L778123	NCIH2122	-7.36
METHOTREXATE	LAPATINIB	NCIH2122	2.365
METHOTREXATE	MK-2206	NCIH2122	1.18
METHOTREXATE	MK-4827	NCIH2122	5.922499999999999
METHOTREXATE	MK-5108	NCIH2122	2.2725
METHOTREXATE	MK-8669	NCIH2122	4.5325
METHOTREXATE	MK-8776	NCIH2122	-0.0425
METHOTREXATE	PD325901	NCIH2122	0.015
METHOTREXATE	SORAFENIB	NCIH2122	0.1775
METHOTREXATE	SUNITINIB	NCIH2122	1.9975
METHOTREXATE	TEMOZOLOMIDE	NCIH2122	3.895
METHOTREXATE	ZOLINZA	NCIH2122	-1.3525
MITOMYCINE	ABT-888	NCIH2122	15.85
MITOMYCINE	AZD1775	NCIH2122	15.5575
MITOMYCINE	BEZ-235	NCIH2122	9.195
MITOMYCINE	BORTEZOMIB	NCIH2122	8.3575
MITOMYCINE	DASATINIB	NCIH2122	23.495
MITOMYCINE	DINACICLIB	NCIH2122	11.605
MITOMYCINE	ERLOTINIB	NCIH2122	-6.9375
MITOMYCINE	GELDANAMYCIN	NCIH2122	5.5525
MITOMYCINE	L778123	NCIH2122	-14.0925
MITOMYCINE	LAPATINIB	NCIH2122	17.19
MITOMYCINE	MK-2206	NCIH2122	12.6725
MITOMYCINE	MK-4827	NCIH2122	12.88
MITOMYCINE	MK-5108	NCIH2122	3.68
MITOMYCINE	MK-8669	NCIH2122	15.4375
MITOMYCINE	MK-8776	NCIH2122	-0.5699999999999994
MITOMYCINE	PD325901	NCIH2122	10.54
MITOMYCINE	SORAFENIB	NCIH2122	-18.25
MITOMYCINE	SUNITINIB	NCIH2122	14.55
MITOMYCINE	TEMOZOLOMIDE	NCIH2122	12.68
MITOMYCINE	ZOLINZA	NCIH2122	12.755
MK-2206	ABT-888	NCIH2122	-4.0175
MK-2206	BEZ-235	NCIH2122	9.4875
MK-2206	BORTEZOMIB	NCIH2122	1.895
MK-2206	DASATINIB	NCIH2122	37.3175
MK-2206	DINACICLIB	NCIH2122	2.5700000000000003
MK-2206	ERLOTINIB	NCIH2122	10.725
MK-2206	GELDANAMYCIN	NCIH2122	4.64
MK-2206	MK-8669	NCIH2122	6.08625
MK-2206	MK-8776	NCIH2122	-0.245
MK-2206	OXALIPLATIN	NCIH2122	-12.7975
MK-2206	PD325901	NCIH2122	10.7275
MK-2206	SN-38	NCIH2122	4.532500000000001
MK-2206	SORAFENIB	NCIH2122	2.075
MK-2206	TOPOTECAN	NCIH2122	3.445
MK-4541	5-FU	NCIH2122	5.8225
MK-4541	ABT-888	NCIH2122	-4.14
MK-4541	AZD1775	NCIH2122	-0.6174999999999999
MK-4541	BEZ-235	NCIH2122	5.407500000000001
MK-4541	BORTEZOMIB	NCIH2122	5.875
MK-4541	CARBOPLATIN	NCIH2122	-2.5975
MK-4541	CYCLOPHOSPHAMIDE	NCIH2122	-0.6875
MK-4541	DASATINIB	NCIH2122	10.84
MK-4541	DEXAMETHASONE	NCIH2122	-1.03
MK-4541	DINACICLIB	NCIH2122	0.9275
MK-4541	DOXORUBICIN	NCIH2122	2.7775
MK-4541	ERLOTINIB	NCIH2122	-0.585
MK-4541	ETOPOSIDE	NCIH2122	3.9575
MK-4541	GELDANAMYCIN	NCIH2122	7.477499999999999
MK-4541	GEMCITABINE	NCIH2122	9.405
MK-4541	L778123	NCIH2122	2.305
MK-4541	LAPATINIB	NCIH2122	2.1100000000000003
MK-4541	METFORMIN	NCIH2122	-2.9624999999999995
MK-4541	METHOTREXATE	NCIH2122	3.8175
MK-4541	MITOMYCINE	NCIH2122	17.909999999999997
MK-4541	MK-2206	NCIH2122	0.5500000000000005
MK-4541	MK-4827	NCIH2122	-3.3275
MK-4541	MK-5108	NCIH2122	0.7150000000000001
MK-4541	MK-8669	NCIH2122	-2.8375000000000004
MK-4541	MK-8776	NCIH2122	1.495
MK-4541	MRK-003	NCIH2122	-4.695
MK-4541	OXALIPLATIN	NCIH2122	-1.4175
MK-4541	PACLITAXEL	NCIH2122	0.54
MK-4541	PD325901	NCIH2122	0.1200000000000001
MK-4541	SN-38	NCIH2122	4.947500000000001
MK-4541	SORAFENIB	NCIH2122	-2.6825
MK-4541	SUNITINIB	NCIH2122	14.57
MK-4541	TEMOZOLOMIDE	NCIH2122	-3.8475
MK-4541	TOPOTECAN	NCIH2122	3.832500000000001
MK-4541	VINBLASTINE	NCIH2122	-1.1275
MK-4541	VINORELBINE	NCIH2122	0.6625000000000001
MK-4541	ZOLINZA	NCIH2122	4.775
MK-4827	ABT-888	NCIH2122	-6.6425
MK-4827	BEZ-235	NCIH2122	4.237500000000001
MK-4827	BORTEZOMIB	NCIH2122	6.5175
MK-4827	DASATINIB	NCIH2122	8.8475
MK-4827	DINACICLIB	NCIH2122	3.7525
MK-4827	ERLOTINIB	NCIH2122	2.025
MK-4827	GELDANAMYCIN	NCIH2122	5.85
MK-4827	MK-2206	NCIH2122	18.4025
MK-4827	MK-8669	NCIH2122	11.155
MK-4827	MK-8776	NCIH2122	-3.0025000000000004
MK-4827	OXALIPLATIN	NCIH2122	-1.0550000000000002
MK-4827	PD325901	NCIH2122	3.3275
MK-4827	SN-38	NCIH2122	0.9937499999999996
MK-4827	SORAFENIB	NCIH2122	-3.835
MK-4827	TOPOTECAN	NCIH2122	7.3975
MK-5108	ABT-888	NCIH2122	4.46
MK-5108	BEZ-235	NCIH2122	1.165
MK-5108	BORTEZOMIB	NCIH2122	2.665
MK-5108	DASATINIB	NCIH2122	3.4625
MK-5108	DINACICLIB	NCIH2122	1.125
MK-5108	ERLOTINIB	NCIH2122	-0.8049999999999999
MK-5108	GELDANAMYCIN	NCIH2122	2.165
MK-5108	MK-2206	NCIH2122	-1.5825
MK-5108	MK-4827	NCIH2122	12.375000000000002
MK-5108	MK-8669	NCIH2122	-1.3375
MK-5108	MK-8776	NCIH2122	0.51
MK-5108	OXALIPLATIN	NCIH2122	1.3125
MK-5108	PD325901	NCIH2122	-3.1025
MK-5108	SN-38	NCIH2122	-23.72
MK-5108	SORAFENIB	NCIH2122	-1.5750000000000002
MK-5108	TOPOTECAN	NCIH2122	-3.9425
MK-8669	BEZ-235	NCIH2122	31.46
MK-8669	DINACICLIB	NCIH2122	1.8625
MK-8669	GELDANAMYCIN	NCIH2122	8.4675
MK-8669	MK-8776	NCIH2122	2.9325
MK-8669	OXALIPLATIN	NCIH2122	-8.2625
MK-8669	SN-38	NCIH2122	3.6
MK-8669	SORAFENIB	NCIH2122	-0.1474999999999999
MK-8669	TOPOTECAN	NCIH2122	1.835
MRK-003	5-FU	NCIH2122	-2.7675
MRK-003	ABT-888	NCIH2122	-5.035
MRK-003	AZD1775	NCIH2122	1.6925
MRK-003	BEZ-235	NCIH2122	8.774999999999999
MRK-003	BORTEZOMIB	NCIH2122	5.3125
MRK-003	CARBOPLATIN	NCIH2122	-3.2325
MRK-003	CYCLOPHOSPHAMIDE	NCIH2122	-1.29
MRK-003	DASATINIB	NCIH2122	18.04
MRK-003	DEXAMETHASONE	NCIH2122	-16.869999999999997
MRK-003	DINACICLIB	NCIH2122	-1.8525
MRK-003	DOXORUBICIN	NCIH2122	-6.315
MRK-003	ERLOTINIB	NCIH2122	6.455
MRK-003	ETOPOSIDE	NCIH2122	-2.9325
MRK-003	GELDANAMYCIN	NCIH2122	3.5649999999999995
MRK-003	GEMCITABINE	NCIH2122	6.470000000000001
MRK-003	L778123	NCIH2122	-6.33
MRK-003	LAPATINIB	NCIH2122	7.120000000000001
MRK-003	METFORMIN	NCIH2122	-1.6775000000000002
MRK-003	METHOTREXATE	NCIH2122	4.4925
MRK-003	MITOMYCINE	NCIH2122	1.6675
MRK-003	MK-2206	NCIH2122	4.9225
MRK-003	MK-4827	NCIH2122	4.675000000000001
MRK-003	MK-5108	NCIH2122	-7.559999999999999
MRK-003	MK-8669	NCIH2122	0.7950000000000004
MRK-003	MK-8776	NCIH2122	0.6025
MRK-003	OXALIPLATIN	NCIH2122	-8.8625
MRK-003	PACLITAXEL	NCIH2122	-0.0425
MRK-003	PD325901	NCIH2122	4.645
MRK-003	SN-38	NCIH2122	2.8525
MRK-003	SORAFENIB	NCIH2122	6.1175
MRK-003	SUNITINIB	NCIH2122	11.415
MRK-003	TEMOZOLOMIDE	NCIH2122	-3.475
MRK-003	TOPOTECAN	NCIH2122	2.0425
MRK-003	VINBLASTINE	NCIH2122	10.285
MRK-003	VINORELBINE	NCIH2122	-0.7050000000000001
MRK-003	ZOLINZA	NCIH2122	3.215
OXALIPLATIN	DINACICLIB	NCIH2122	1.6
OXALIPLATIN	MK-8776	NCIH2122	2.3125
OXALIPLATIN	SORAFENIB	NCIH2122	-6.575
PACLITAXEL	ABT-888	NCIH2122	-28.74
PACLITAXEL	AZD1775	NCIH2122	2.205
PACLITAXEL	BEZ-235	NCIH2122	-24.8575
PACLITAXEL	BORTEZOMIB	NCIH2122	-26.0375
PACLITAXEL	DASATINIB	NCIH2122	7.765000000000001
PACLITAXEL	DINACICLIB	NCIH2122	2.9850000000000003
PACLITAXEL	ERLOTINIB	NCIH2122	0.7000000000000001
PACLITAXEL	GELDANAMYCIN	NCIH2122	-23.5575
PACLITAXEL	L778123	NCIH2122	-25.3
PACLITAXEL	LAPATINIB	NCIH2122	1.455
PACLITAXEL	MK-2206	NCIH2122	2.0375
PACLITAXEL	MK-4827	NCIH2122	-0.8275000000000001
PACLITAXEL	MK-5108	NCIH2122	4.5325
PACLITAXEL	MK-8669	NCIH2122	2.2725
PACLITAXEL	MK-8776	NCIH2122	-25.18
PACLITAXEL	PD325901	NCIH2122	-26.765
PACLITAXEL	SORAFENIB	NCIH2122	-0.6425000000000001
PACLITAXEL	SUNITINIB	NCIH2122	7.795
PACLITAXEL	TEMOZOLOMIDE	NCIH2122	-28.04
PACLITAXEL	ZOLINZA	NCIH2122	2.3425
PD325901	ABT-888	NCIH2122	-5.6075
PD325901	BEZ-235	NCIH2122	10.49
PD325901	BORTEZOMIB	NCIH2122	2.0675
PD325901	DASATINIB	NCIH2122	15.7675
PD325901	DINACICLIB	NCIH2122	2.8725
PD325901	GELDANAMYCIN	NCIH2122	6.9175
PD325901	MK-8669	NCIH2122	5.2475000000000005
PD325901	MK-8776	NCIH2122	-0.4400000000000001
PD325901	OXALIPLATIN	NCIH2122	1.6225
PD325901	SN-38	NCIH2122	1.86
PD325901	SORAFENIB	NCIH2122	13.35
PD325901	TOPOTECAN	NCIH2122	0.355
SN-38	DINACICLIB	NCIH2122	3.3475
SN-38	MK-8776	NCIH2122	3.9625
SN-38	SORAFENIB	NCIH2122	3.0075000000000003
SORAFENIB	DINACICLIB	NCIH2122	1.14
SORAFENIB	MK-8776	NCIH2122	-2.1675
SUNITINIB	ABT-888	NCIH2122	14.975
SUNITINIB	AZD1775	NCIH2122	11.6675
SUNITINIB	BEZ-235	NCIH2122	21.8825
SUNITINIB	BORTEZOMIB	NCIH2122	15.5
SUNITINIB	DASATINIB	NCIH2122	40.3425
SUNITINIB	DINACICLIB	NCIH2122	15.54
SUNITINIB	ERLOTINIB	NCIH2122	18.7025
SUNITINIB	GELDANAMYCIN	NCIH2122	11.0875
SUNITINIB	LAPATINIB	NCIH2122	26.1625
SUNITINIB	MK-2206	NCIH2122	12.5575
SUNITINIB	MK-4827	NCIH2122	18.7825
SUNITINIB	MK-5108	NCIH2122	7.472500000000001
SUNITINIB	MK-8669	NCIH2122	28.53
SUNITINIB	MK-8776	NCIH2122	5.425
SUNITINIB	OXALIPLATIN	NCIH2122	7.620000000000001
SUNITINIB	PD325901	NCIH2122	18.08
SUNITINIB	SN-38	NCIH2122	13.999999999999998
SUNITINIB	SORAFENIB	NCIH2122	2.885
SUNITINIB	TEMOZOLOMIDE	NCIH2122	13.0625
SUNITINIB	TOPOTECAN	NCIH2122	2.2325
TEMOZOLOMIDE	ABT-888	NCIH2122	2.1950000000000003
TEMOZOLOMIDE	AZD1775	NCIH2122	7.145
TEMOZOLOMIDE	BEZ-235	NCIH2122	5.467499999999999
TEMOZOLOMIDE	BORTEZOMIB	NCIH2122	2.3925
TEMOZOLOMIDE	DASATINIB	NCIH2122	10.73
TEMOZOLOMIDE	DINACICLIB	NCIH2122	1.2725
TEMOZOLOMIDE	ERLOTINIB	NCIH2122	2.9425
TEMOZOLOMIDE	GELDANAMYCIN	NCIH2122	3.1125
TEMOZOLOMIDE	LAPATINIB	NCIH2122	4.675000000000001
TEMOZOLOMIDE	MK-2206	NCIH2122	-3.615
TEMOZOLOMIDE	MK-4827	NCIH2122	9.37125
TEMOZOLOMIDE	MK-5108	NCIH2122	-0.235
TEMOZOLOMIDE	MK-8669	NCIH2122	6.125
TEMOZOLOMIDE	MK-8776	NCIH2122	-2.33375
TEMOZOLOMIDE	OXALIPLATIN	NCIH2122	0.8800000000000001
TEMOZOLOMIDE	PD325901	NCIH2122	1.3275
TEMOZOLOMIDE	SN-38	NCIH2122	1.2575
TEMOZOLOMIDE	SORAFENIB	NCIH2122	-1.755
TEMOZOLOMIDE	TOPOTECAN	NCIH2122	1.465
TOPOTECAN	BEZ-235	NCIH2122	1.33
TOPOTECAN	DINACICLIB	NCIH2122	1.255
TOPOTECAN	MK-8776	NCIH2122	-0.8075
TOPOTECAN	SORAFENIB	NCIH2122	-0.7374999999999999
VINBLASTINE	ABT-888	NCIH2122	-3.7225
VINBLASTINE	AZD1775	NCIH2122	5.1425
VINBLASTINE	BEZ-235	NCIH2122	5.165
VINBLASTINE	BORTEZOMIB	NCIH2122	8.2275
VINBLASTINE	DASATINIB	NCIH2122	8.88
VINBLASTINE	DINACICLIB	NCIH2122	1.7275
VINBLASTINE	ERLOTINIB	NCIH2122	10.28
VINBLASTINE	GELDANAMYCIN	NCIH2122	2.6825
VINBLASTINE	L778123	NCIH2122	11.0
VINBLASTINE	LAPATINIB	NCIH2122	0.4599999999999999
VINBLASTINE	MK-2206	NCIH2122	-7.7425
VINBLASTINE	MK-4827	NCIH2122	6.245
VINBLASTINE	MK-5108	NCIH2122	6.9775
VINBLASTINE	MK-8669	NCIH2122	-2.885
VINBLASTINE	MK-8776	NCIH2122	1.515
VINBLASTINE	PD325901	NCIH2122	-1.4125
VINBLASTINE	SORAFENIB	NCIH2122	10.2375
VINBLASTINE	SUNITINIB	NCIH2122	16.8075
VINBLASTINE	TEMOZOLOMIDE	NCIH2122	-6.7425
VINBLASTINE	ZOLINZA	NCIH2122	4.0825
VINORELBINE	ABT-888	NCIH2122	0.0824999999999999
VINORELBINE	AZD1775	NCIH2122	2.0325
VINORELBINE	BEZ-235	NCIH2122	3.0325
VINORELBINE	BORTEZOMIB	NCIH2122	2.3200000000000003
VINORELBINE	DASATINIB	NCIH2122	9.5925
VINORELBINE	DINACICLIB	NCIH2122	4.8775
VINORELBINE	ERLOTINIB	NCIH2122	2.495
VINORELBINE	GELDANAMYCIN	NCIH2122	1.955
VINORELBINE	LAPATINIB	NCIH2122	1.185
VINORELBINE	MK-2206	NCIH2122	0.6500000000000001
VINORELBINE	MK-4827	NCIH2122	1.67
VINORELBINE	MK-5108	NCIH2122	1.1324999999999998
VINORELBINE	MK-8669	NCIH2122	0.3875
VINORELBINE	MK-8776	NCIH2122	1.1125
VINORELBINE	PD325901	NCIH2122	-0.385
VINORELBINE	SORAFENIB	NCIH2122	-1.01
VINORELBINE	SUNITINIB	NCIH2122	10.85
VINORELBINE	TEMOZOLOMIDE	NCIH2122	2.9200000000000004
VINORELBINE	ZOLINZA	NCIH2122	2.8925
ZOLINZA	ABT-888	NCIH2122	1.3749999999999998
ZOLINZA	AZD1775	NCIH2122	6.449999999999999
ZOLINZA	BEZ-235	NCIH2122	6.0125
ZOLINZA	BORTEZOMIB	NCIH2122	8.200000000000001
ZOLINZA	DASATINIB	NCIH2122	10.4375
ZOLINZA	DINACICLIB	NCIH2122	-0.3874999999999999
ZOLINZA	ERLOTINIB	NCIH2122	5.685
ZOLINZA	GELDANAMYCIN	NCIH2122	1.9475
ZOLINZA	GEMCITABINE	NCIH2122	8.504999999999999
ZOLINZA	LAPATINIB	NCIH2122	3.3975
ZOLINZA	MK-2206	NCIH2122	6.9175
ZOLINZA	MK-4827	NCIH2122	4.645
ZOLINZA	MK-5108	NCIH2122	4.79
ZOLINZA	MK-8669	NCIH2122	5.592499999999999
ZOLINZA	MK-8776	NCIH2122	5.9025
ZOLINZA	OXALIPLATIN	NCIH2122	5.9875
ZOLINZA	PD325901	NCIH2122	0.4625
ZOLINZA	SN-38	NCIH2122	6.07
ZOLINZA	SORAFENIB	NCIH2122	-1.1849999999999998
ZOLINZA	SUNITINIB	NCIH2122	8.85
ZOLINZA	TEMOZOLOMIDE	NCIH2122	2.825
ZOLINZA	TOPOTECAN	NCIH2122	4.1225000000000005
5-FU	ABT-888	NCIH23	-3.2549999999999994
5-FU	AZD1775	NCIH23	-1.1150000000000002
5-FU	BEZ-235	NCIH23	-3.4075
5-FU	BORTEZOMIB	NCIH23	-0.4375
5-FU	DASATINIB	NCIH23	-5.1825
5-FU	DINACICLIB	NCIH23	-1.0025
5-FU	ERLOTINIB	NCIH23	-1.0375
5-FU	GELDANAMYCIN	NCIH23	-2.9925
5-FU	L778123	NCIH23	-7.664999999999999
5-FU	LAPATINIB	NCIH23	-4.7575
5-FU	MK-2206	NCIH23	-5.5625
5-FU	MK-4827	NCIH23	-9.425
5-FU	MK-5108	NCIH23	-6.8825
5-FU	MK-8669	NCIH23	0.1975
5-FU	MK-8776	NCIH23	-5.0525
5-FU	PD325901	NCIH23	-7.109999999999999
5-FU	SORAFENIB	NCIH23	-5.407500000000001
5-FU	SUNITINIB	NCIH23	2.7125
5-FU	TEMOZOLOMIDE	NCIH23	-8.540000000000001
5-FU	ZOLINZA	NCIH23	-1.2274999999999998
ABT-888	BEZ-235	NCIH23	2.29
ABT-888	DINACICLIB	NCIH23	3.2875
ABT-888	GELDANAMYCIN	NCIH23	1.1725
ABT-888	MK-8669	NCIH23	-0.9125
ABT-888	MK-8776	NCIH23	-0.0725
ABT-888	OXALIPLATIN	NCIH23	-3.3275
ABT-888	SN-38	NCIH23	3.2925000000000004
ABT-888	SORAFENIB	NCIH23	6.98
ABT-888	TOPOTECAN	NCIH23	2.67
AZD1775	ABT-888	NCIH23	2.6825
AZD1775	BEZ-235	NCIH23	2.19
AZD1775	BORTEZOMIB	NCIH23	0.7675000000000001
AZD1775	DASATINIB	NCIH23	8.2525
AZD1775	DINACICLIB	NCIH23	-1.435
AZD1775	ERLOTINIB	NCIH23	0.8350000000000001
AZD1775	GELDANAMYCIN	NCIH23	-1.2375
AZD1775	LAPATINIB	NCIH23	4.16
AZD1775	MK-2206	NCIH23	0.0999999999999998
AZD1775	MK-4827	NCIH23	6.605
AZD1775	MK-5108	NCIH23	-1.3550000000000002
AZD1775	MK-8669	NCIH23	2.8475
AZD1775	MK-8776	NCIH23	12.98
AZD1775	OXALIPLATIN	NCIH23	1.27
AZD1775	PD325901	NCIH23	3.5675
AZD1775	SN-38	NCIH23	1.6475
AZD1775	SORAFENIB	NCIH23	-0.0899999999999999
AZD1775	TOPOTECAN	NCIH23	-1.3425
BEZ-235	DINACICLIB	NCIH23	3.535
BEZ-235	MK-8776	NCIH23	1.4925000000000002
BEZ-235	OXALIPLATIN	NCIH23	-0.5125
BEZ-235	SN-38	NCIH23	1.95
BEZ-235	SORAFENIB	NCIH23	0.7075
BORTEZOMIB	ABT-888	NCIH23	-0.0724999999999999
BORTEZOMIB	BEZ-235	NCIH23	3.4375
BORTEZOMIB	DASATINIB	NCIH23	-23.64
BORTEZOMIB	DINACICLIB	NCIH23	-0.625
BORTEZOMIB	GELDANAMYCIN	NCIH23	-2.2275
BORTEZOMIB	MK-8669	NCIH23	-0.06
BORTEZOMIB	MK-8776	NCIH23	-0.615
BORTEZOMIB	OXALIPLATIN	NCIH23	-0.4049999999999999
BORTEZOMIB	SN-38	NCIH23	-2.56
BORTEZOMIB	SORAFENIB	NCIH23	1.0175
BORTEZOMIB	TOPOTECAN	NCIH23	1.5425
CARBOPLATIN	ABT-888	NCIH23	0.235
CARBOPLATIN	AZD1775	NCIH23	4.85
CARBOPLATIN	BEZ-235	NCIH23	13.0025
CARBOPLATIN	BORTEZOMIB	NCIH23	0.5800000000000001
CARBOPLATIN	DASATINIB	NCIH23	-0.8999999999999997
CARBOPLATIN	DINACICLIB	NCIH23	0.5725
CARBOPLATIN	ERLOTINIB	NCIH23	-3.68
CARBOPLATIN	GELDANAMYCIN	NCIH23	-0.48
CARBOPLATIN	L778123	NCIH23	-1.8325
CARBOPLATIN	LAPATINIB	NCIH23	0.6575000000000001
CARBOPLATIN	MK-2206	NCIH23	-4.0375
CARBOPLATIN	MK-4827	NCIH23	-3.4475
CARBOPLATIN	MK-5108	NCIH23	3.165
CARBOPLATIN	MK-8669	NCIH23	-0.2549999999999999
CARBOPLATIN	MK-8776	NCIH23	4.0375
CARBOPLATIN	PD325901	NCIH23	0.4625
CARBOPLATIN	SORAFENIB	NCIH23	-9.2575
CARBOPLATIN	SUNITINIB	NCIH23	0.7024999999999999
CARBOPLATIN	TEMOZOLOMIDE	NCIH23	-6.005000000000001
CARBOPLATIN	ZOLINZA	NCIH23	4.705
CYCLOPHOSPHAMIDE	ABT-888	NCIH23	0.8625
CYCLOPHOSPHAMIDE	AZD1775	NCIH23	2.75
CYCLOPHOSPHAMIDE	BEZ-235	NCIH23	5.8725000000000005
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH23	1.4125
