drugname1	drugname2	cell_line	bliss
BEZ-235	MK-8776	NCIH460	7.65
BEZ-235	OXALIPLATIN	NCIH460	-2.7525
BEZ-235	SN-38	NCIH460	6.9425
BEZ-235	SORAFENIB	NCIH460	1.915
BORTEZOMIB	ABT-888	NCIH460	3.01
BORTEZOMIB	BEZ-235	NCIH460	4.9350000000000005
BORTEZOMIB	DASATINIB	NCIH460	5.4075
BORTEZOMIB	DINACICLIB	NCIH460	0.3625
BORTEZOMIB	GELDANAMYCIN	NCIH460	1.6725
BORTEZOMIB	MK-8669	NCIH460	1.5149999999999997
BORTEZOMIB	MK-8776	NCIH460	1.7599999999999998
BORTEZOMIB	OXALIPLATIN	NCIH460	-3.38
BORTEZOMIB	SN-38	NCIH460	4.677499999999999
BORTEZOMIB	SORAFENIB	NCIH460	5.425
BORTEZOMIB	TOPOTECAN	NCIH460	0.29
CARBOPLATIN	ABT-888	NCIH460	1.28
CARBOPLATIN	AZD1775	NCIH460	2.6950000000000003
CARBOPLATIN	BEZ-235	NCIH460	12.085
CARBOPLATIN	BORTEZOMIB	NCIH460	4.1925
CARBOPLATIN	DASATINIB	NCIH460	-0.2449999999999999
CARBOPLATIN	DINACICLIB	NCIH460	-0.6625
CARBOPLATIN	ERLOTINIB	NCIH460	0.6375
CARBOPLATIN	GELDANAMYCIN	NCIH460	-1.3850000000000002
CARBOPLATIN	L778123	NCIH460	-4.6825
CARBOPLATIN	LAPATINIB	NCIH460	-7.897500000000001
CARBOPLATIN	MK-2206	NCIH460	2.0775
CARBOPLATIN	MK-4827	NCIH460	1.3475
CARBOPLATIN	MK-5108	NCIH460	-6.512499999999999
CARBOPLATIN	MK-8669	NCIH460	6.1375
CARBOPLATIN	MK-8776	NCIH460	5.7125
CARBOPLATIN	PD325901	NCIH460	2.9225000000000003
CARBOPLATIN	SORAFENIB	NCIH460	-8.445
CARBOPLATIN	SUNITINIB	NCIH460	5.0125
CARBOPLATIN	TEMOZOLOMIDE	NCIH460	-8.3025
CARBOPLATIN	ZOLINZA	NCIH460	1.2225
CYCLOPHOSPHAMIDE	ABT-888	NCIH460	4.6025
CYCLOPHOSPHAMIDE	AZD1775	NCIH460	-0.8775
CYCLOPHOSPHAMIDE	BEZ-235	NCIH460	-0.8175
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH460	4.2275
CYCLOPHOSPHAMIDE	DASATINIB	NCIH460	-5.555
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH460	0.9225
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH460	-3.6575
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH460	0.0674999999999999
CYCLOPHOSPHAMIDE	L778123	NCIH460	-1.64
CYCLOPHOSPHAMIDE	LAPATINIB	NCIH460	-6.132499999999999
CYCLOPHOSPHAMIDE	MK-2206	NCIH460	1.7325
CYCLOPHOSPHAMIDE	MK-4827	NCIH460	-0.73
CYCLOPHOSPHAMIDE	MK-5108	NCIH460	-3.045
CYCLOPHOSPHAMIDE	MK-8669	NCIH460	0.835
CYCLOPHOSPHAMIDE	MK-8776	NCIH460	0.0449999999999999
CYCLOPHOSPHAMIDE	PD325901	NCIH460	-1.2275
CYCLOPHOSPHAMIDE	SORAFENIB	NCIH460	3.145
CYCLOPHOSPHAMIDE	SUNITINIB	NCIH460	2.64
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	NCIH460	3.535
CYCLOPHOSPHAMIDE	ZOLINZA	NCIH460	-1.695
DASATINIB	ABT-888	NCIH460	-5.2225
DASATINIB	BEZ-235	NCIH460	11.72
DASATINIB	DINACICLIB	NCIH460	4.3675
DASATINIB	GELDANAMYCIN	NCIH460	-2.1225
DASATINIB	MK-8669	NCIH460	5.3875
DASATINIB	MK-8776	NCIH460	11.95
DASATINIB	OXALIPLATIN	NCIH460	-11.39
DASATINIB	SN-38	NCIH460	7.3875
DASATINIB	SORAFENIB	NCIH460	4.8
DASATINIB	TOPOTECAN	NCIH460	-4.1925
DEXAMETHASONE	ABT-888	NCIH460	-5.327500000000001
DEXAMETHASONE	AZD1775	NCIH460	0.955
DEXAMETHASONE	BEZ-235	NCIH460	1.2575
DEXAMETHASONE	BORTEZOMIB	NCIH460	5.4025
DEXAMETHASONE	DASATINIB	NCIH460	-9.4525
DEXAMETHASONE	DINACICLIB	NCIH460	-1.76
DEXAMETHASONE	ERLOTINIB	NCIH460	-4.677499999999999
DEXAMETHASONE	GELDANAMYCIN	NCIH460	0.1424999999999999
DEXAMETHASONE	L778123	NCIH460	-0.9925
DEXAMETHASONE	LAPATINIB	NCIH460	-9.2725
DEXAMETHASONE	MK-2206	NCIH460	1.2675
DEXAMETHASONE	MK-4827	NCIH460	-1.2975
DEXAMETHASONE	MK-5108	NCIH460	-6.565
DEXAMETHASONE	MK-8669	NCIH460	0.385
DEXAMETHASONE	MK-8776	NCIH460	1.21
DEXAMETHASONE	PD325901	NCIH460	-1.285
DEXAMETHASONE	SORAFENIB	NCIH460	1.11
DEXAMETHASONE	SUNITINIB	NCIH460	5.244999999999999
DEXAMETHASONE	TEMOZOLOMIDE	NCIH460	-1.1
DEXAMETHASONE	ZOLINZA	NCIH460	-1.8900000000000008
DINACICLIB	MK-8776	NCIH460	2.7150000000000003
DOXORUBICIN	ABT-888	NCIH460	-0.0375
DOXORUBICIN	AZD1775	NCIH460	2.6725000000000003
DOXORUBICIN	BEZ-235	NCIH460	3.9925000000000006
DOXORUBICIN	BORTEZOMIB	NCIH460	1.8575
DOXORUBICIN	DASATINIB	NCIH460	7.7575
DOXORUBICIN	DINACICLIB	NCIH460	2.085
DOXORUBICIN	ERLOTINIB	NCIH460	0.2974999999999999
DOXORUBICIN	GELDANAMYCIN	NCIH460	1.2475
DOXORUBICIN	L778123	NCIH460	-0.4024999999999999
DOXORUBICIN	LAPATINIB	NCIH460	0.5325
DOXORUBICIN	MK-2206	NCIH460	7.1225000000000005
DOXORUBICIN	MK-4827	NCIH460	-2.28
DOXORUBICIN	MK-5108	NCIH460	-7.6475
DOXORUBICIN	MK-8669	NCIH460	2.1
DOXORUBICIN	MK-8776	NCIH460	-0.51
DOXORUBICIN	PD325901	NCIH460	4.047499999999999
DOXORUBICIN	SORAFENIB	NCIH460	-1.67
DOXORUBICIN	SUNITINIB	NCIH460	-3.305
DOXORUBICIN	TEMOZOLOMIDE	NCIH460	-0.7775000000000001
DOXORUBICIN	ZOLINZA	NCIH460	4.62
ERLOTINIB	ABT-888	NCIH460	-3.17
ERLOTINIB	BEZ-235	NCIH460	3.0250000000000004
ERLOTINIB	BORTEZOMIB	NCIH460	2.21
ERLOTINIB	DASATINIB	NCIH460	-1.3475
ERLOTINIB	DINACICLIB	NCIH460	2.7975000000000003
ERLOTINIB	GELDANAMYCIN	NCIH460	4.545
ERLOTINIB	MK-8669	NCIH460	8.275
ERLOTINIB	MK-8776	NCIH460	0.3225
ERLOTINIB	OXALIPLATIN	NCIH460	-14.78
ERLOTINIB	PD325901	NCIH460	1.5125
ERLOTINIB	SN-38	NCIH460	18.9925
ERLOTINIB	SORAFENIB	NCIH460	2.285
ERLOTINIB	TOPOTECAN	NCIH460	13.7225
ETOPOSIDE	ABT-888	NCIH460	-4.2425
ETOPOSIDE	AZD1775	NCIH460	-0.88
ETOPOSIDE	BEZ-235	NCIH460	0.1325
ETOPOSIDE	BORTEZOMIB	NCIH460	-0.3
ETOPOSIDE	DASATINIB	NCIH460	3.1075000000000004
ETOPOSIDE	DINACICLIB	NCIH460	-1.8125
ETOPOSIDE	ERLOTINIB	NCIH460	4.9350000000000005
ETOPOSIDE	GELDANAMYCIN	NCIH460	-2.015
ETOPOSIDE	LAPATINIB	NCIH460	-1.8175
ETOPOSIDE	MK-2206	NCIH460	4.935
ETOPOSIDE	MK-4827	NCIH460	-0.0899999999999999
ETOPOSIDE	MK-5108	NCIH460	-9.9025
ETOPOSIDE	MK-8669	NCIH460	-0.915
ETOPOSIDE	MK-8776	NCIH460	-1.0450000000000002
ETOPOSIDE	PD325901	NCIH460	1.5125000000000002
ETOPOSIDE	SORAFENIB	NCIH460	0.9575
ETOPOSIDE	SUNITINIB	NCIH460	-0.8225
ETOPOSIDE	TEMOZOLOMIDE	NCIH460	-4.797499999999999
ETOPOSIDE	ZOLINZA	NCIH460	-0.8474999999999999
GELDANAMYCIN	BEZ-235	NCIH460	4.2525
GELDANAMYCIN	DINACICLIB	NCIH460	2.415
GELDANAMYCIN	MK-8776	NCIH460	0.9925
GELDANAMYCIN	OXALIPLATIN	NCIH460	-1.215
GELDANAMYCIN	SN-38	NCIH460	4.3575
GELDANAMYCIN	SORAFENIB	NCIH460	3.6
GELDANAMYCIN	TOPOTECAN	NCIH460	-1.135
GEMCITABINE	ABT-888	NCIH460	1.2475
GEMCITABINE	AZD1775	NCIH460	15.5875
GEMCITABINE	BEZ-235	NCIH460	14.3
GEMCITABINE	BORTEZOMIB	NCIH460	1.7050000000000003
GEMCITABINE	DASATINIB	NCIH460	12.8875
GEMCITABINE	DINACICLIB	NCIH460	4.744999999999999
GEMCITABINE	ERLOTINIB	NCIH460	7.515000000000001
GEMCITABINE	GELDANAMYCIN	NCIH460	1.47
GEMCITABINE	LAPATINIB	NCIH460	3.49
GEMCITABINE	MK-2206	NCIH460	11.025
GEMCITABINE	MK-4827	NCIH460	4.452500000000001
GEMCITABINE	MK-5108	NCIH460	-0.8525
GEMCITABINE	MK-8669	NCIH460	10.305
GEMCITABINE	MK-8776	NCIH460	24.535
GEMCITABINE	PD325901	NCIH460	6.585
GEMCITABINE	SORAFENIB	NCIH460	2.9675
GEMCITABINE	SUNITINIB	NCIH460	13.9575
GEMCITABINE	TEMOZOLOMIDE	NCIH460	1.825
L778123	ABT-888	NCIH460	-3.4225000000000003
L778123	AZD1775	NCIH460	11.5825
L778123	BEZ-235	NCIH460	8.4375
L778123	BORTEZOMIB	NCIH460	4.815
L778123	DASATINIB	NCIH460	5.9925
L778123	DINACICLIB	NCIH460	-0.9049999999999998
L778123	ERLOTINIB	NCIH460	3.4725
L778123	ETOPOSIDE	NCIH460	-1.28
L778123	GELDANAMYCIN	NCIH460	10.62
L778123	GEMCITABINE	NCIH460	8.69
L778123	LAPATINIB	NCIH460	-0.5575000000000002
L778123	MK-2206	NCIH460	6.407500000000001
L778123	MK-4827	NCIH460	2.705
L778123	MK-5108	NCIH460	-4.8975
L778123	MK-8669	NCIH460	11.5825
L778123	MK-8776	NCIH460	3.1175
L778123	OXALIPLATIN	NCIH460	-9.14
L778123	PD325901	NCIH460	2.4725
L778123	SN-38	NCIH460	4.605
L778123	SORAFENIB	NCIH460	5.717499999999999
L778123	SUNITINIB	NCIH460	12.795000000000002
L778123	TEMOZOLOMIDE	NCIH460	1.1875
L778123	TOPOTECAN	NCIH460	8.665
L778123	VINORELBINE	NCIH460	0.9175
L778123	ZOLINZA	NCIH460	3.5025000000000004
LAPATINIB	ABT-888	NCIH460	-4.84
LAPATINIB	BEZ-235	NCIH460	-0.8400000000000001
LAPATINIB	BORTEZOMIB	NCIH460	5.32
LAPATINIB	DASATINIB	NCIH460	-7.535
LAPATINIB	DINACICLIB	NCIH460	4.475
LAPATINIB	ERLOTINIB	NCIH460	-3.335
LAPATINIB	GELDANAMYCIN	NCIH460	4.779999999999999
LAPATINIB	MK-2206	NCIH460	-1.73
LAPATINIB	MK-4827	NCIH460	-1.16
LAPATINIB	MK-5108	NCIH460	-5.465
LAPATINIB	MK-8669	NCIH460	-3.3725
LAPATINIB	MK-8776	NCIH460	-2.435
LAPATINIB	OXALIPLATIN	NCIH460	-16.1725
LAPATINIB	PD325901	NCIH460	4.9975
LAPATINIB	SN-38	NCIH460	21.265
LAPATINIB	SORAFENIB	NCIH460	4.3425
LAPATINIB	TOPOTECAN	NCIH460	4.385
METFORMIN	ABT-888	NCIH460	-4.210000000000001
METFORMIN	AZD1775	NCIH460	-1.3699999999999997
METFORMIN	BEZ-235	NCIH460	0.39
METFORMIN	BORTEZOMIB	NCIH460	1.5325
METFORMIN	DASATINIB	NCIH460	-3.515
METFORMIN	DINACICLIB	NCIH460	-2.8975
METFORMIN	ERLOTINIB	NCIH460	-3.385
METFORMIN	GELDANAMYCIN	NCIH460	-1.7
METFORMIN	L778123	NCIH460	-0.5174999999999998
METFORMIN	LAPATINIB	NCIH460	-4.0825000000000005
METFORMIN	MK-2206	NCIH460	-5.0425
METFORMIN	MK-4827	NCIH460	-0.0499999999999999
METFORMIN	MK-5108	NCIH460	-4.9025
METFORMIN	MK-8669	NCIH460	-3.1325000000000003
METFORMIN	MK-8776	NCIH460	-5.7725
METFORMIN	PD325901	NCIH460	-4.285
METFORMIN	SORAFENIB	NCIH460	1.6625
METFORMIN	SUNITINIB	NCIH460	0.1449999999999999
METFORMIN	TEMOZOLOMIDE	NCIH460	-5.625
METFORMIN	ZOLINZA	NCIH460	-6.5875
METHOTREXATE	ABT-888	NCIH460	-4.6525
METHOTREXATE	AZD1775	NCIH460	-0.6725
METHOTREXATE	BEZ-235	NCIH460	-6.1525
METHOTREXATE	BORTEZOMIB	NCIH460	1.3375
METHOTREXATE	DASATINIB	NCIH460	-6.710000000000001
METHOTREXATE	DINACICLIB	NCIH460	8.022499999999999
METHOTREXATE	ERLOTINIB	NCIH460	-0.4
METHOTREXATE	GELDANAMYCIN	NCIH460	-5.3925
METHOTREXATE	L778123	NCIH460	-5.1175
METHOTREXATE	LAPATINIB	NCIH460	-5.56
METHOTREXATE	MK-2206	NCIH460	-3.6975
METHOTREXATE	MK-4827	NCIH460	-2.6425
METHOTREXATE	MK-5108	NCIH460	-9.9125
METHOTREXATE	MK-8669	NCIH460	-1.52
METHOTREXATE	MK-8776	NCIH460	0.5700000000000001
METHOTREXATE	PD325901	NCIH460	-4.545
METHOTREXATE	SORAFENIB	NCIH460	0.44
METHOTREXATE	SUNITINIB	NCIH460	-4.7825
METHOTREXATE	TEMOZOLOMIDE	NCIH460	-1.8975
METHOTREXATE	ZOLINZA	NCIH460	-7.625
MITOMYCINE	ABT-888	NCIH460	0.4875
MITOMYCINE	AZD1775	NCIH460	0.7575
MITOMYCINE	BEZ-235	NCIH460	4.6525
MITOMYCINE	BORTEZOMIB	NCIH460	-1.995
MITOMYCINE	DASATINIB	NCIH460	5.085
MITOMYCINE	DINACICLIB	NCIH460	1.9675
MITOMYCINE	ERLOTINIB	NCIH460	-28.365
MITOMYCINE	GELDANAMYCIN	NCIH460	-0.7275
MITOMYCINE	L778123	NCIH460	-20.27
MITOMYCINE	LAPATINIB	NCIH460	-1.5749999999999995
MITOMYCINE	MK-2206	NCIH460	5.012500000000001
MITOMYCINE	MK-4827	NCIH460	-0.1149999999999999
MITOMYCINE	MK-5108	NCIH460	-10.5875
MITOMYCINE	MK-8669	NCIH460	4.2975
MITOMYCINE	MK-8776	NCIH460	3.0525
MITOMYCINE	PD325901	NCIH460	0.6000000000000001
MITOMYCINE	SORAFENIB	NCIH460	-32.362500000000004
MITOMYCINE	SUNITINIB	NCIH460	1.6875000000000002
MITOMYCINE	TEMOZOLOMIDE	NCIH460	-0.59
MITOMYCINE	ZOLINZA	NCIH460	3.4000000000000004
MK-2206	ABT-888	NCIH460	-3.37
MK-2206	BEZ-235	NCIH460	0.9575
MK-2206	BORTEZOMIB	NCIH460	0.84
MK-2206	DASATINIB	NCIH460	8.6975
MK-2206	DINACICLIB	NCIH460	-0.425
MK-2206	ERLOTINIB	NCIH460	4.16
MK-2206	GELDANAMYCIN	NCIH460	2.7375
MK-2206	MK-8669	NCIH460	5.744999999999999
MK-2206	MK-8776	NCIH460	-0.7525
MK-2206	OXALIPLATIN	NCIH460	-13.2775
MK-2206	PD325901	NCIH460	12.275
MK-2206	SN-38	NCIH460	8.317499999999999
MK-2206	SORAFENIB	NCIH460	4.137499999999999
MK-2206	TOPOTECAN	NCIH460	8.045
MK-4541	5-FU	NCIH460	-3.145
MK-4541	ABT-888	NCIH460	-4.0600000000000005
MK-4541	AZD1775	NCIH460	-1.4825
MK-4541	BEZ-235	NCIH460	-1.1449999999999998
MK-4541	BORTEZOMIB	NCIH460	2.6875
MK-4541	CARBOPLATIN	NCIH460	-1.8475
MK-4541	CYCLOPHOSPHAMIDE	NCIH460	-0.3700000000000001
MK-4541	DASATINIB	NCIH460	-6.37
MK-4541	DEXAMETHASONE	NCIH460	-4.4
MK-4541	DINACICLIB	NCIH460	-1.975
MK-4541	DOXORUBICIN	NCIH460	3.8525
MK-4541	ERLOTINIB	NCIH460	-2.3400000000000003
MK-4541	ETOPOSIDE	NCIH460	-4.125
MK-4541	GELDANAMYCIN	NCIH460	-0.4399999999999999
MK-4541	GEMCITABINE	NCIH460	0.42
MK-4541	L778123	NCIH460	-2.4800000000000004
MK-4541	LAPATINIB	NCIH460	-4.8675
MK-4541	METFORMIN	NCIH460	-9.0425
MK-4541	METHOTREXATE	NCIH460	-4.81
MK-4541	MITOMYCINE	NCIH460	-1.69
MK-4541	MK-2206	NCIH460	-3.1100000000000003
MK-4541	MK-4827	NCIH460	-3.31
MK-4541	MK-5108	NCIH460	-5.38
MK-4541	MK-8669	NCIH460	-4.529999999999999
MK-4541	MK-8776	NCIH460	-0.4125000000000001
MK-4541	MRK-003	NCIH460	-1.25
MK-4541	OXALIPLATIN	NCIH460	-9.5175
MK-4541	PACLITAXEL	NCIH460	3.02
MK-4541	PD325901	NCIH460	-1.3825
MK-4541	SN-38	NCIH460	-1.3525
MK-4541	SORAFENIB	NCIH460	2.915
MK-4541	SUNITINIB	NCIH460	0.4049999999999998
MK-4541	TEMOZOLOMIDE	NCIH460	-2.955
MK-4541	TOPOTECAN	NCIH460	1.1175
MK-4541	VINBLASTINE	NCIH460	-4.35
MK-4541	VINORELBINE	NCIH460	2.15
MK-4541	ZOLINZA	NCIH460	-2.0775
MK-4827	ABT-888	NCIH460	-5.317500000000001
MK-4827	BEZ-235	NCIH460	3.875
MK-4827	BORTEZOMIB	NCIH460	3.6425
MK-4827	DASATINIB	NCIH460	0.1824999999999998
MK-4827	DINACICLIB	NCIH460	4.3725000000000005
MK-4827	ERLOTINIB	NCIH460	0.3174999999999999
MK-4827	GELDANAMYCIN	NCIH460	0.4725
MK-4827	MK-2206	NCIH460	9.004999999999999
MK-4827	MK-8669	NCIH460	2.8325
MK-4827	MK-8776	NCIH460	7.445
MK-4827	OXALIPLATIN	NCIH460	-7.355
MK-4827	PD325901	NCIH460	1.3475
MK-4827	SN-38	NCIH460	12.5125
MK-4827	SORAFENIB	NCIH460	3.015
MK-4827	TOPOTECAN	NCIH460	8.030000000000001
MK-5108	ABT-888	NCIH460	0.9225
MK-5108	BEZ-235	NCIH460	-3.8225
MK-5108	BORTEZOMIB	NCIH460	-2.7675
MK-5108	DASATINIB	NCIH460	-1.5725
MK-5108	DINACICLIB	NCIH460	0.1675
MK-5108	ERLOTINIB	NCIH460	-2.13
MK-5108	GELDANAMYCIN	NCIH460	2.875
MK-5108	MK-2206	NCIH460	-2.4
MK-5108	MK-4827	NCIH460	-1.3099999999999998
MK-5108	MK-8669	NCIH460	-5.2875
MK-5108	MK-8776	NCIH460	-6.83
MK-5108	OXALIPLATIN	NCIH460	-8.2375
MK-5108	PD325901	NCIH460	0.1424999999999999
MK-5108	SN-38	NCIH460	-8.530000000000001
MK-5108	SORAFENIB	NCIH460	1.105
MK-5108	TOPOTECAN	NCIH460	-0.0749999999999999
MK-8669	BEZ-235	NCIH460	9.6025
MK-8669	DINACICLIB	NCIH460	-0.08
MK-8669	GELDANAMYCIN	NCIH460	0.435
MK-8669	MK-8776	NCIH460	-0.7874999999999999
MK-8669	OXALIPLATIN	NCIH460	-8.940000000000001
MK-8669	SN-38	NCIH460	0.145
MK-8669	SORAFENIB	NCIH460	5.8725000000000005
MK-8669	TOPOTECAN	NCIH460	3.215
MRK-003	5-FU	NCIH460	-5.54
MRK-003	ABT-888	NCIH460	-3.1775
MRK-003	AZD1775	NCIH460	0.8425000000000001
MRK-003	BEZ-235	NCIH460	-0.8299999999999998
MRK-003	BORTEZOMIB	NCIH460	6.375
MRK-003	CARBOPLATIN	NCIH460	-6.4375
MRK-003	CYCLOPHOSPHAMIDE	NCIH460	-2.7625
MRK-003	DASATINIB	NCIH460	-2.4800000000000004
MRK-003	DEXAMETHASONE	NCIH460	-1.8825
MRK-003	DINACICLIB	NCIH460	-1.1825
MRK-003	DOXORUBICIN	NCIH460	-5.6450000000000005
MRK-003	ERLOTINIB	NCIH460	-2.1050000000000004
MRK-003	ETOPOSIDE	NCIH460	-5.9225
MRK-003	GELDANAMYCIN	NCIH460	-1.4375
MRK-003	GEMCITABINE	NCIH460	6.822500000000001
MRK-003	L778123	NCIH460	-3.2675
MRK-003	LAPATINIB	NCIH460	0.3275
MRK-003	METFORMIN	NCIH460	-1.91
MRK-003	METHOTREXATE	NCIH460	-2.255
MRK-003	MITOMYCINE	NCIH460	-9.7175
MRK-003	MK-2206	NCIH460	-2.185
MRK-003	MK-4827	NCIH460	-1.935
MRK-003	MK-5108	NCIH460	-6.6675
MRK-003	MK-8669	NCIH460	-4.137499999999999
MRK-003	MK-8776	NCIH460	-2.68
MRK-003	OXALIPLATIN	NCIH460	-19.5725
MRK-003	PACLITAXEL	NCIH460	5.1
MRK-003	PD325901	NCIH460	-1.885
MRK-003	SN-38	NCIH460	6.095
MRK-003	SORAFENIB	NCIH460	5.6425
MRK-003	SUNITINIB	NCIH460	-0.2174999999999999
MRK-003	TEMOZOLOMIDE	NCIH460	-4.812500000000001
MRK-003	TOPOTECAN	NCIH460	8.395
MRK-003	VINBLASTINE	NCIH460	4.3175
MRK-003	VINORELBINE	NCIH460	4.1075
MRK-003	ZOLINZA	NCIH460	-0.8850000000000001
OXALIPLATIN	DINACICLIB	NCIH460	-2.195
OXALIPLATIN	MK-8776	NCIH460	-3.7825
OXALIPLATIN	SORAFENIB	NCIH460	-9.295
PACLITAXEL	ABT-888	NCIH460	1.11
PACLITAXEL	AZD1775	NCIH460	0.975
PACLITAXEL	BEZ-235	NCIH460	2.125
PACLITAXEL	BORTEZOMIB	NCIH460	0.505
PACLITAXEL	DASATINIB	NCIH460	1.4899999999999998
PACLITAXEL	DINACICLIB	NCIH460	3.2725
PACLITAXEL	ERLOTINIB	NCIH460	7.635000000000001
PACLITAXEL	GELDANAMYCIN	NCIH460	-1.97
PACLITAXEL	L778123	NCIH460	9.165
PACLITAXEL	LAPATINIB	NCIH460	5.7
PACLITAXEL	MK-2206	NCIH460	5.025
PACLITAXEL	MK-4827	NCIH460	2.83
PACLITAXEL	MK-5108	NCIH460	6.395
PACLITAXEL	MK-8669	NCIH460	2.235
PACLITAXEL	MK-8776	NCIH460	-1.2475
PACLITAXEL	PD325901	NCIH460	1.3924999999999998
PACLITAXEL	SORAFENIB	NCIH460	5.232500000000001
PACLITAXEL	SUNITINIB	NCIH460	6.512499999999999
PACLITAXEL	TEMOZOLOMIDE	NCIH460	-0.6325000000000003
PACLITAXEL	ZOLINZA	NCIH460	-0.885
PD325901	ABT-888	NCIH460	-3.1975
PD325901	BEZ-235	NCIH460	9.5275
PD325901	BORTEZOMIB	NCIH460	2.53
PD325901	DASATINIB	NCIH460	3.835
PD325901	DINACICLIB	NCIH460	-1.6625
PD325901	GELDANAMYCIN	NCIH460	-1.7925
PD325901	MK-8669	NCIH460	7.1575
PD325901	MK-8776	NCIH460	-1.415
PD325901	OXALIPLATIN	NCIH460	-4.9375
PD325901	SN-38	NCIH460	0.5725
PD325901	SORAFENIB	NCIH460	9.145
PD325901	TOPOTECAN	NCIH460	0.8924999999999998
SN-38	DINACICLIB	NCIH460	-2.5625
SN-38	MK-8776	NCIH460	-2.1950000000000003
SN-38	SORAFENIB	NCIH460	13.28
SORAFENIB	DINACICLIB	NCIH460	4.5325
SORAFENIB	MK-8776	NCIH460	5.3925
SUNITINIB	ABT-888	NCIH460	1.5724999999999998
SUNITINIB	AZD1775	NCIH460	2.5700000000000003
SUNITINIB	BEZ-235	NCIH460	13.2675
SUNITINIB	BORTEZOMIB	NCIH460	4.85
SUNITINIB	DASATINIB	NCIH460	13.622500000000002
SUNITINIB	DINACICLIB	NCIH460	7.5875
SUNITINIB	ERLOTINIB	NCIH460	3.6
SUNITINIB	GELDANAMYCIN	NCIH460	5.2675
SUNITINIB	LAPATINIB	NCIH460	1.09
SUNITINIB	MK-2206	NCIH460	15.5025
SUNITINIB	MK-4827	NCIH460	-0.49
SUNITINIB	MK-5108	NCIH460	-4.7625
SUNITINIB	MK-8669	NCIH460	14.55
SUNITINIB	MK-8776	NCIH460	7.2325
SUNITINIB	OXALIPLATIN	NCIH460	-8.8975
SUNITINIB	PD325901	NCIH460	8.1275
SUNITINIB	SN-38	NCIH460	17.3
SUNITINIB	SORAFENIB	NCIH460	-0.7374999999999999
SUNITINIB	TEMOZOLOMIDE	NCIH460	2.2425
SUNITINIB	TOPOTECAN	NCIH460	3.9825
TEMOZOLOMIDE	ABT-888	NCIH460	3.3625
TEMOZOLOMIDE	AZD1775	NCIH460	4.36
TEMOZOLOMIDE	BEZ-235	NCIH460	2.7975000000000003
TEMOZOLOMIDE	BORTEZOMIB	NCIH460	-1.9825
TEMOZOLOMIDE	DASATINIB	NCIH460	-0.2199999999999999
TEMOZOLOMIDE	DINACICLIB	NCIH460	2.4450000000000003
TEMOZOLOMIDE	ERLOTINIB	NCIH460	2.705
TEMOZOLOMIDE	GELDANAMYCIN	NCIH460	-2.1875
TEMOZOLOMIDE	LAPATINIB	NCIH460	-0.2025
TEMOZOLOMIDE	MK-2206	NCIH460	2.9925
TEMOZOLOMIDE	MK-4827	NCIH460	22.0825
TEMOZOLOMIDE	MK-5108	NCIH460	-4.365
TEMOZOLOMIDE	MK-8669	NCIH460	6.057499999999999
TEMOZOLOMIDE	MK-8776	NCIH460	-0.8224999999999996
TEMOZOLOMIDE	OXALIPLATIN	NCIH460	-8.772499999999999
TEMOZOLOMIDE	PD325901	NCIH460	0.8825
TEMOZOLOMIDE	SN-38	NCIH460	-3.1725
TEMOZOLOMIDE	SORAFENIB	NCIH460	4.57
TEMOZOLOMIDE	TOPOTECAN	NCIH460	1.5275
TOPOTECAN	BEZ-235	NCIH460	6.257499999999999
TOPOTECAN	DINACICLIB	NCIH460	0.3199999999999999
TOPOTECAN	MK-8776	NCIH460	-5.2225
TOPOTECAN	SORAFENIB	NCIH460	8.567499999999999
VINBLASTINE	ABT-888	NCIH460	-7.527500000000001
VINBLASTINE	AZD1775	NCIH460	-1.8175
VINBLASTINE	BEZ-235	NCIH460	1.3200000000000005
VINBLASTINE	BORTEZOMIB	NCIH460	-2.4625000000000004
VINBLASTINE	DASATINIB	NCIH460	-0.9775
VINBLASTINE	DINACICLIB	NCIH460	-1.0875
VINBLASTINE	ERLOTINIB	NCIH460	8.5575
VINBLASTINE	GELDANAMYCIN	NCIH460	-3.2175
VINBLASTINE	L778123	NCIH460	8.8425
VINBLASTINE	LAPATINIB	NCIH460	-0.6625000000000001
VINBLASTINE	MK-2206	NCIH460	0.1424999999999999
VINBLASTINE	MK-4827	NCIH460	0.6774999999999998
VINBLASTINE	MK-5108	NCIH460	-2.2125
VINBLASTINE	MK-8669	NCIH460	-3.1975
VINBLASTINE	MK-8776	NCIH460	-2.8775
VINBLASTINE	PD325901	NCIH460	-2.0975
VINBLASTINE	SORAFENIB	NCIH460	7.585
VINBLASTINE	SUNITINIB	NCIH460	-0.8125
VINBLASTINE	TEMOZOLOMIDE	NCIH460	-6.952500000000001
VINBLASTINE	ZOLINZA	NCIH460	-5.58
VINORELBINE	ABT-888	NCIH460	-0.7050000000000001
VINORELBINE	AZD1775	NCIH460	4.4275
VINORELBINE	BEZ-235	NCIH460	4.3425
VINORELBINE	BORTEZOMIB	NCIH460	1.26
