drugname1	drugname2	cell_line	zip	bliss	loewe	hsa
BORTEZOMIB	OXALIPLATIN	OVCAR3	-2.67	-0.575	-5.4946046944	1.0825
BORTEZOMIB	SN-38	OVCAR3	-1.52	1.2999999999999998	14.5864766634	3.3599999999999994
BORTEZOMIB	SORAFENIB	OVCAR3	7.6225	1.3075	-27.5087581831	-2.2325000000000004
BORTEZOMIB	TOPOTECAN	OVCAR3	0.2	0.5675	-15.350021766	2.7925
CARBOPLATIN	ABT-888	OVCAR3	-5.7775	-3.0375	-14.5349804361	-2.73
CARBOPLATIN	AZD1775	OVCAR3	12.3975	12.315	43.8244781823	16.765
CARBOPLATIN	BEZ-235	OVCAR3	-0.2625	-0.0449999999999999	7.0601024682	4.58
CARBOPLATIN	BORTEZOMIB	OVCAR3	-2.5575	-1.025	-19.5307348768	-0.1525
CARBOPLATIN	DASATINIB	OVCAR3	-0.1349999999999999	0.4175	76.8361545415	6.2175
CARBOPLATIN	DINACICLIB	OVCAR3	-3.825	-2.9725	-15.0486602299	-1.875
CARBOPLATIN	ERLOTINIB	OVCAR3	-0.5500000000000003	-0.0774999999999999	6.7943712117	5.3775
CARBOPLATIN	GELDANAMYCIN	OVCAR3	3.745	3.33	-4.1179661977	3.5125
CARBOPLATIN	L778123	OVCAR3	0.3825	0.0224999999999999	-28.3726633278	-7.847499999999999
CARBOPLATIN	LAPATINIB	OVCAR3	-6.7975	2.220446049250313e-16	21.0789869425	3.4875
CARBOPLATIN	MK-2206	OVCAR3	-6.159999999999999	-7.564999999999999	-16.2161907682	-2.5675
CARBOPLATIN	MK-4827	OVCAR3	-6.465	1.02	16.538532638699998	2.22
CARBOPLATIN	MK-5108	OVCAR3	-6.205	-5.347499999999999	-16.5189705898	-3.2349999999999994
CARBOPLATIN	MK-8669	OVCAR3	-3.305	1.21	1.0992765428	4.035
CARBOPLATIN	MK-8776	OVCAR3	15.525	14.555	46.4755885161	17.0475
CARBOPLATIN	PD325901	OVCAR3	-6.2675	-3.38	-4.5332713876	-0.0524999999999999
CARBOPLATIN	SORAFENIB	OVCAR3	-1.9325	-7.0475	-35.3598095421	-13.3475
CARBOPLATIN	SUNITINIB	OVCAR3	1.005	5.504999999999999	12.9393218445	5.86
CARBOPLATIN	TEMOZOLOMIDE	OVCAR3	-2.335	-0.94	-21.7482679012	-5.1525
CARBOPLATIN	ZOLINZA	OVCAR3	-3.5025	-2.17	-5.0454849566	-0.8675000000000002
CYCLOPHOSPHAMIDE	ABT-888	OVCAR3	2.48	5.48	0.4768395332	-1.18
CYCLOPHOSPHAMIDE	AZD1775	OVCAR3	3.4675	3.1425	8.2477230602	-0.8775000000000002
CYCLOPHOSPHAMIDE	BEZ-235	OVCAR3	6.8725000000000005	6.4575000000000005	9.7033248381	2.4275
CYCLOPHOSPHAMIDE	BORTEZOMIB	OVCAR3	1.575	-2.1025	-25.1785370499	-5.4075
CYCLOPHOSPHAMIDE	DASATINIB	OVCAR3	3.935	3.4875000000000003	50.7284159943	0.2749999999999999
CYCLOPHOSPHAMIDE	DINACICLIB	OVCAR3	6.5625	5.8675	1.5217758765	1.1875
CYCLOPHOSPHAMIDE	ERLOTINIB	OVCAR3	5.3	5.977499999999999	-6.420695627000001	1.2375000000000005
CYCLOPHOSPHAMIDE	GELDANAMYCIN	OVCAR3	11.2775	7.557499999999999	-5.3041450661	1.8075
CYCLOPHOSPHAMIDE	L778123	OVCAR3	8.58	2.8975	-34.6647121941	-6.72
CYCLOPHOSPHAMIDE	LAPATINIB	OVCAR3	2.635	6.92	3.5756581343	0.8600000000000001
CYCLOPHOSPHAMIDE	MK-2206	OVCAR3	4.6225	4.8125	5.415567499	1.3849999999999998
CYCLOPHOSPHAMIDE	MK-4827	OVCAR3	7.7025	11.985	22.9630872113	5.415
CYCLOPHOSPHAMIDE	MK-5108	OVCAR3	1.3	7.439999999999999	2.41501861	1.195
CYCLOPHOSPHAMIDE	MK-8669	OVCAR3	5.49	10.1825	9.5788633228	4.0875
CYCLOPHOSPHAMIDE	MK-8776	OVCAR3	4.9375	4.02	-0.6836548586	-0.6100000000000001
CYCLOPHOSPHAMIDE	PD325901	OVCAR3	3.4425	8.005	11.1470705797	1.855
CYCLOPHOSPHAMIDE	SORAFENIB	OVCAR3	21.7975	9.8	-10.7259331593	0.3399999999999998
CYCLOPHOSPHAMIDE	SUNITINIB	OVCAR3	4.845	12.4025	10.3323394787	5.7275
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	OVCAR3	8.9175	9.7175	-10.4257087567	2.3775000000000004
CYCLOPHOSPHAMIDE	ZOLINZA	OVCAR3	6.325	10.23	28.968113008400003	5.17
DASATINIB	ABT-888	OVCAR3	-0.1125	-0.4024999999999998	56.5490333696	1.405
DASATINIB	BEZ-235	OVCAR3	2.455	2.14	89.80020459049999	14.509999999999998
DASATINIB	DINACICLIB	OVCAR3	1.0875	1.135	59.9755103009	7.725
DASATINIB	GELDANAMYCIN	OVCAR3	-6.71	-6.0975	32.7740719024	1.665
DASATINIB	MK-8669	OVCAR3	-2.42	-2.63	75.9229842276	2.9125
DASATINIB	MK-8776	OVCAR3	4.3825	4.3625	74.0084062296	16.0125
DASATINIB	OXALIPLATIN	OVCAR3	-5.180000000000001	-5.805	49.5198365736	1.0975
DASATINIB	SN-38	OVCAR3	3.8175	3.86	94.6605938636	11.075
DASATINIB	SORAFENIB	OVCAR3	4.615	2.4675	25.2881643533	2.855
DASATINIB	TOPOTECAN	OVCAR3	-1.685	-2.46	58.2364374141	8.605
DEXAMETHASONE	ABT-888	OVCAR3	0.485	4.875000000000001	7.3856446915	2.405
DEXAMETHASONE	AZD1775	OVCAR3	3.04	4.77	20.1092400248	3.2775
DEXAMETHASONE	BEZ-235	OVCAR3	6.8725	6.789999999999999	17.8701602003	5.295
DEXAMETHASONE	BORTEZOMIB	OVCAR3	0.7699999999999999	0.3725	-11.8314143394	-0.8524999999999999
DEXAMETHASONE	DASATINIB	OVCAR3	0.9475	0.2275	47.9504113076	-0.965
DEXAMETHASONE	DINACICLIB	OVCAR3	2.9450000000000003	1.5500000000000005	-1.125938119	-0.97
DEXAMETHASONE	ERLOTINIB	OVCAR3	6.0075	7.21	10.9285479051	5.455
DEXAMETHASONE	GELDANAMYCIN	OVCAR3	8.442499999999999	6.5	10.809633881199998	2.4275
DEXAMETHASONE	L778123	OVCAR3	6.5025	9.3775	-6.186451352100001	0.1499999999999999
DEXAMETHASONE	LAPATINIB	OVCAR3	2.0700000000000003	6.1425	14.3406629064	3.895
DEXAMETHASONE	MK-2206	OVCAR3	5.5525	7.15	18.436865009	5.88
DEXAMETHASONE	MK-4827	OVCAR3	2.6950000000000003	11.21	34.6919389289	8.7725
DEXAMETHASONE	MK-5108	OVCAR3	-0.0224999999999999	8.622499999999999	14.7874451366	6.3025
DEXAMETHASONE	MK-8669	OVCAR3	2.4475	10.14	25.3108639747	7.877499999999999
DEXAMETHASONE	MK-8776	OVCAR3	4.6675	6.7775	9.7297629462	4.3025
DEXAMETHASONE	PD325901	OVCAR3	1.06	5.2625	13.7485130787	2.9800000000000004
DEXAMETHASONE	SORAFENIB	OVCAR3	18.975	11.1975	1.8724706355	2.4475
DEXAMETHASONE	SUNITINIB	OVCAR3	7.895	14.6225	22.0663915594	12.1475
DEXAMETHASONE	TEMOZOLOMIDE	OVCAR3	4.64	-0.3374999999999999	-30.086443545100003	-5.145
DEXAMETHASONE	ZOLINZA	OVCAR3	5.1450000000000005	10.14	41.2040281359	8.265
DINACICLIB	MK-8776	OVCAR3	0.87	1.6175	-2.8979286071	4.385000000000001
DOXORUBICIN	ABT-888	OVCAR3	-1.6324999999999998	0.9725	-2.3348739828	2.97
DOXORUBICIN	AZD1775	OVCAR3	13.6075	13.2175	33.9244589031	20.9175
DOXORUBICIN	BEZ-235	OVCAR3	-2.2775	-2.6625	7.1050145527	5.584999999999999
DOXORUBICIN	BORTEZOMIB	OVCAR3	-0.9525	-1.6325	-16.040038359300002	0.4
DOXORUBICIN	DASATINIB	OVCAR3	-1.035	-0.9425	60.1277005593	9.0475
DOXORUBICIN	DINACICLIB	OVCAR3	-2.6525	-2.6825	-14.5249196986	0.8375000000000001
DOXORUBICIN	ERLOTINIB	OVCAR3	-8.29	-7.640000000000001	-11.4060550688	1.3400000000000003
DOXORUBICIN	GELDANAMYCIN	OVCAR3	5.235	3.4075000000000006	-4.884860863	6.297499999999999
DOXORUBICIN	L778123	OVCAR3	-0.8599999999999999	-7.355	-33.6508889529	-13.315
DOXORUBICIN	LAPATINIB	OVCAR3	-5.0275	-4.727499999999999	-3.9014540914	1.3924999999999996
DOXORUBICIN	MK-2206	OVCAR3	-5.715	-5.935	0.6158719075	3.2225
DOXORUBICIN	MK-4827	OVCAR3	-6.1975	-8.495000000000001	-24.2630192119	-5.1850000000000005
DOXORUBICIN	MK-5108	OVCAR3	-6.4975	-7.8925	-17.2476586022	-3.63
DOXORUBICIN	MK-8669	OVCAR3	-4.272500000000001	-1.6124999999999998	2.7320634051	3.6875
DOXORUBICIN	MK-8776	OVCAR3	18.2675	17.82	52.0357217653	23.63
DOXORUBICIN	PD325901	OVCAR3	-6.645	-6.8675	-11.3867825452	-1.0075
DOXORUBICIN	SORAFENIB	OVCAR3	-4.13	-9.6325	-39.0014576899	-12.9775
DOXORUBICIN	SUNITINIB	OVCAR3	-4.21	-5.59	-9.5464049396	-3.515
DOXORUBICIN	TEMOZOLOMIDE	OVCAR3	4.7775	3.9225	-8.2512454045	0.8225
DOXORUBICIN	ZOLINZA	OVCAR3	0.315	-0.545	-6.519952636699999	2.6925
ERLOTINIB	ABT-888	OVCAR3	-1.23	-0.5299999999999999	-5.767442667999999	1.8125
ERLOTINIB	BEZ-235	OVCAR3	2.6275	2.34	41.4432036493	12.46
ERLOTINIB	BORTEZOMIB	OVCAR3	-0.6425	-0.75	-15.0662119004	1.6
ERLOTINIB	DASATINIB	OVCAR3	1.6575	1.4475000000000002	100.7678679745	15.1025
ERLOTINIB	DINACICLIB	OVCAR3	3.3000000000000003	3.8575	14.1431144922	8.1825
ERLOTINIB	GELDANAMYCIN	OVCAR3	-1.885	-2.4625000000000004	-34.6571749608	2.0650000000000004
ERLOTINIB	MK-8669	OVCAR3	2.315	3.99	37.0434842408	10.5675
ERLOTINIB	MK-8776	OVCAR3	1.9825	2.0375	20.5344347686	9.685
ERLOTINIB	OXALIPLATIN	OVCAR3	-4.075	-2.905	3.0507226967000003	4.705
ERLOTINIB	PD325901	OVCAR3	-0.8674999999999999	0.1275	23.4455028761	7.05
ERLOTINIB	SN-38	OVCAR3	-5.595	-2.9550000000000005	28.0047374469	5.73
ERLOTINIB	SORAFENIB	OVCAR3	2.19	1.59	-18.1126680247	-1.61
ERLOTINIB	TOPOTECAN	OVCAR3	-5.862500000000001	-6.9725	-3.7603294538	2.4025
ETOPOSIDE	ABT-888	OVCAR3	-7.774999999999999	-6.760000000000001	0.3048709838	-4.8125
ETOPOSIDE	AZD1775	OVCAR3	14.72	12.42	63.313634916400005	20.82
ETOPOSIDE	BEZ-235	OVCAR3	-8.8575	-9.665	-4.3257900286	-0.79
ETOPOSIDE	BORTEZOMIB	OVCAR3	-2.1275	-2.585	2.4485716243	-0.6050000000000001
ETOPOSIDE	DASATINIB	OVCAR3	2.095	1.235	106.6307301267	11.322500000000002
ETOPOSIDE	DINACICLIB	OVCAR3	-6.317500000000001	-3.2275	-2.327807888	-0.025
ETOPOSIDE	ERLOTINIB	OVCAR3	-1.73	-1.5825	40.7657358989	8.495000000000001
ETOPOSIDE	GELDANAMYCIN	OVCAR3	6.742500000000001	4.9925	39.0283329689	8.4625
ETOPOSIDE	LAPATINIB	OVCAR3	-6.975	-4.485	26.4859601618	2.395
ETOPOSIDE	MK-2206	OVCAR3	-8.2625	-7.38	8.6919750082	1.5625
ETOPOSIDE	MK-4827	OVCAR3	-3.6175	-4.065	19.4700845308	-1.1425
ETOPOSIDE	MK-5108	OVCAR3	-11.4075	-13.91	-23.7610515885	-8.6525
ETOPOSIDE	MK-8669	OVCAR3	-10.695	-7.1675	8.3095095076	-0.6675000000000001
ETOPOSIDE	MK-8776	OVCAR3	20.3975	19.1125	78.9170666255	24.5525
ETOPOSIDE	PD325901	OVCAR3	-5.3525	-4.195	28.5548755438	1.9775
ETOPOSIDE	SORAFENIB	OVCAR3	1.335	-1.42	-18.4345598269	-6.217499999999999
ETOPOSIDE	SUNITINIB	OVCAR3	-6.9975	-5.0125	-1.583835017	-3.1
ETOPOSIDE	TEMOZOLOMIDE	OVCAR3	-2.865	-0.855	0.8133722349	-4.5225
ETOPOSIDE	ZOLINZA	OVCAR3	-6.072499999999999	-4.300000000000001	10.7924253213	-1.23
GELDANAMYCIN	BEZ-235	OVCAR3	1.4125	0.0499999999999999	-7.1428924345	4.16
GELDANAMYCIN	DINACICLIB	OVCAR3	1.61	1.9875	-25.4278236442	2.65
GELDANAMYCIN	MK-8776	OVCAR3	2.1275	1.16	-19.6756725354	4.04
GELDANAMYCIN	OXALIPLATIN	OVCAR3	5.005	3.2275	3.7933792048	4.5725
GELDANAMYCIN	SN-38	OVCAR3	13.8525	13.1925	68.46338668029999	14.74
GELDANAMYCIN	SORAFENIB	OVCAR3	10.3325	6.192499999999999	-32.6831404476	0.9475
GELDANAMYCIN	TOPOTECAN	OVCAR3	7.584999999999999	6.9925	18.4479253897	10.7725
GEMCITABINE	ABT-888	OVCAR3	-4.1325	-7.225	-7.5124526013	-5.1525
GEMCITABINE	AZD1775	OVCAR3	24.675	18.47	19.1274114717	28.0875
GEMCITABINE	BEZ-235	OVCAR3	-5.777500000000001	-6.135000000000001	-4.3508841774	4.404999999999999
GEMCITABINE	BORTEZOMIB	OVCAR3	3.1724999999999994	2.345	-2.4413334013	4.575
GEMCITABINE	DASATINIB	OVCAR3	-8.0075	-8.1875	19.8095868929	7.48
GEMCITABINE	DINACICLIB	OVCAR3	-8.6275	-11.8875	-27.947268985900003	-6.7475000000000005
GEMCITABINE	ERLOTINIB	OVCAR3	-8.01	-8.4775	-5.1328669955	2.9275
GEMCITABINE	GELDANAMYCIN	OVCAR3	-6.385	-7.5825	-20.3785155201	-2.1925000000000003
GEMCITABINE	LAPATINIB	OVCAR3	-9.645	-12.5125	-12.1356774121	-6.3025
GEMCITABINE	MK-2206	OVCAR3	-9.115	-9.5225	-7.2538842436	3.1975
GEMCITABINE	MK-4827	OVCAR3	-5.6475	-8.36	-7.7495255404	-5.6625
GEMCITABINE	MK-5108	OVCAR3	0.4675000000000001	1.0499999999999998	5.1668048492	5.720000000000001
GEMCITABINE	MK-8669	OVCAR3	-5.492500000000001	-6.74	-2.9552247223	-1.1225
GEMCITABINE	MK-8776	OVCAR3	29.6225	23.725	30.6004287171	32.8575
GEMCITABINE	PD325901	OVCAR3	-2.955	-2.2225	3.0680728523000003	3.6175
GEMCITABINE	SORAFENIB	OVCAR3	-11.3875	-15.697500000000002	-31.3268482523	-16.5375
GEMCITABINE	SUNITINIB	OVCAR3	-6.7925	-8.63	-8.499852620599999	-6.705
GEMCITABINE	TEMOZOLOMIDE	OVCAR3	-0.1049999999999999	-3.5275000000000003	-12.4525767623	-6.02
L778123	ABT-888	OVCAR3	3.8325	7.3475	-4.0004619233	-1.2925000000000002
L778123	AZD1775	OVCAR3	4.21	4.3100000000000005	6.5164979898	-0.91
L778123	BEZ-235	OVCAR3	9.8525	8.405000000000001	11.8144972228	3.17
L778123	BORTEZOMIB	OVCAR3	1.9475	-2.5625	-25.8125057346	-6.8575
L778123	DASATINIB	OVCAR3	7.9075	8.1475	49.663723625500005	3.97
L778123	DINACICLIB	OVCAR3	6.1775	5.3125	-5.1574807977	-0.75
L778123	ERLOTINIB	OVCAR3	5.525	4.17	-13.1207388994	-1.9900000000000004
L778123	ETOPOSIDE	OVCAR3	-2.595	-3.14	-28.472730534	-10.18
L778123	GELDANAMYCIN	OVCAR3	7.855	4.59	-22.322580501100003	-2.7
L778123	GEMCITABINE	OVCAR3	-3.84	-9.7175	-17.4046426091	-14.51
L778123	LAPATINIB	OVCAR3	2.6625	5.17	-10.819882308	-2.7
L778123	MK-2206	OVCAR3	4.9350000000000005	3.435	-3.797381078	-1.015
L778123	MK-4827	OVCAR3	3.835	10.670000000000002	8.5703272975	2.1325
L778123	MK-5108	OVCAR3	2.44	4.824999999999999	-9.8699823816	-3.2925
L778123	MK-8669	OVCAR3	20.665	24.32	39.0531664387	16.4
L778123	MK-8776	OVCAR3	3.665	-0.4099999999999997	-20.1389475592	-6.414999999999999
L778123	OXALIPLATIN	OVCAR3	-1.1575000000000002	-0.0775	-19.1766006369	-7.732500000000001
L778123	PD325901	OVCAR3	5.02	5.279999999999999	-17.2832225617	-2.71
L778123	SN-38	OVCAR3	5.8425	7.694999999999999	3.8838162888	0.0999999999999998
L778123	SORAFENIB	OVCAR3	16.2425	5.15	-21.1367340348	-4.645
L778123	SUNITINIB	OVCAR3	7.657500000000001	10.8775	0.4835372596	2.21
L778123	TEMOZOLOMIDE	OVCAR3	11.357500000000002	13.4325	-9.7993721605	4.02
L778123	TOPOTECAN	OVCAR3	3.81	2.62	2.9952997317000003	-2.1700000000000004
L778123	VINORELBINE	OVCAR3	2.8425	-0.365	-34.1304177006	-5.5
L778123	ZOLINZA	OVCAR3	3.3774999999999995	2.55	1.1427079901	-4.025
LAPATINIB	ABT-888	OVCAR3	-5.715	-2.7375000000000003	-0.0128391956	-0.5350000000000001
LAPATINIB	BEZ-235	OVCAR3	0.7000000000000001	1.74	34.2007550847	8.03
LAPATINIB	BORTEZOMIB	OVCAR3	-2.69	-1.865	-8.0798981759	0.165
LAPATINIB	DASATINIB	OVCAR3	-0.9800000000000002	-0.5575	86.9513373059	5.24
LAPATINIB	DINACICLIB	OVCAR3	4.452500000000001	6.1525	28.579245507800003	7.9275
LAPATINIB	ERLOTINIB	OVCAR3	-6.66	-5.4075	-9.0265333775	2.0000000000000004
LAPATINIB	GELDANAMYCIN	OVCAR3	3.7575	5.005000000000001	20.6453453151	5.6075
LAPATINIB	MK-2206	OVCAR3	1.0950000000000002	1.6575	29.1238754715	7.604999999999999
LAPATINIB	MK-4827	OVCAR3	-3.7175	-1.085	24.4944604689	3.0050000000000003
LAPATINIB	MK-5108	OVCAR3	-3.2975000000000003	1.985	18.1373232073	6.4125000000000005
LAPATINIB	MK-8669	OVCAR3	-4.567500000000001	2.89	36.3503203074	8.469999999999999
LAPATINIB	MK-8776	OVCAR3	2.97	3.9875	20.7776224067	7.435
LAPATINIB	OXALIPLATIN	OVCAR3	-8.355	-3.0375	14.8539159891	2.93
LAPATINIB	PD325901	OVCAR3	-2.055	3.5825000000000005	45.1128938457	10.3
LAPATINIB	SN-38	OVCAR3	-5.329999999999999	-0.575	46.0861639813	6.455
LAPATINIB	SORAFENIB	OVCAR3	9.23	5.7700000000000005	-6.4329999507	-0.53
LAPATINIB	TOPOTECAN	OVCAR3	-6.6175	-7.154999999999999	-13.4050725082	-1.065
METFORMIN	ABT-888	OVCAR3	3.0925	5.41	6.4249203587	3.4225
METFORMIN	AZD1775	OVCAR3	0.9425	0.2925000000000001	9.9827717959	-0.5874999999999999
METFORMIN	BEZ-235	OVCAR3	6.2225	6.5375	18.6924845305	5.654999999999999
METFORMIN	BORTEZOMIB	OVCAR3	0.6050000000000001	2.4	-1.1815618159	1.5525
METFORMIN	DASATINIB	OVCAR3	1.5075	0.8475000000000001	48.8797547225	0.1475
METFORMIN	DINACICLIB	OVCAR3	4.335	4.0675	5.6596404992	1.99
METFORMIN	ERLOTINIB	OVCAR3	0.0599999999999998	-0.2299999999999999	-14.0258732577	-1.265
METFORMIN	GELDANAMYCIN	OVCAR3	5.4350000000000005	4.0825	-10.0302252939	0.3325
METFORMIN	L778123	OVCAR3	8.36	10.402500000000002	-6.848212053999999	1.2725000000000004
METFORMIN	LAPATINIB	OVCAR3	-0.95	4.7925	11.1876982173	3.4675
METFORMIN	MK-2206	OVCAR3	0.8875000000000001	-0.6950000000000001	-4.9807231892	-1.445
METFORMIN	MK-4827	OVCAR3	1.4975	6.4575000000000005	16.7264430323	5.017499999999999
METFORMIN	MK-5108	OVCAR3	-1.9325	0.7475	-9.9981668541	-0.8824999999999998
METFORMIN	MK-8669	OVCAR3	2.28	6.734999999999999	11.3322950665	5.305
METFORMIN	MK-8776	OVCAR3	3.3975	1.7225	1.7897122254	-0.3099999999999999
METFORMIN	PD325901	OVCAR3	1.5875	6.0	16.044246197	4.65
METFORMIN	SORAFENIB	OVCAR3	16.1375	8.485	-5.9666107958	-0.095
METFORMIN	SUNITINIB	OVCAR3	1.4475	4.5425	0.6212076757	2.7350000000000003
METFORMIN	TEMOZOLOMIDE	OVCAR3	5.5225	3.81	-10.2103002989	-1.0425
METFORMIN	ZOLINZA	OVCAR3	3.235	3.8525	15.6252635591	2.66
METHOTREXATE	ABT-888	OVCAR3	0.7050000000000001	-0.1424999999999998	-22.724100368	-1.4325
METHOTREXATE	AZD1775	OVCAR3	-3.0225	-4.1975	-22.9061603865	-0.7925
METHOTREXATE	BEZ-235	OVCAR3	-3.195	-4.65	-35.2889607112	-0.4975
METHOTREXATE	BORTEZOMIB	OVCAR3	0.35	-1.605	-38.9909033441	-1.6825
METHOTREXATE	DASATINIB	OVCAR3	-10.8975	-11.3325	-19.1075437822	-3.2975
METHOTREXATE	DINACICLIB	OVCAR3	5.177499999999999	5.215000000000001	-17.702198096	6.515000000000001
METHOTREXATE	ERLOTINIB	OVCAR3	-2.745	-3.2375	-35.7441560401	0.6625
METHOTREXATE	GELDANAMYCIN	OVCAR3	3.6825	1.815	-39.0379570538	2.7225
METHOTREXATE	L778123	OVCAR3	9.025	5.0075	-22.3717985866	-1.1825
METHOTREXATE	LAPATINIB	OVCAR3	-4.73	-3.77	-36.0321837421	-3.4475
METHOTREXATE	MK-2206	OVCAR3	-6.8925	-8.47	-37.9131229507	-2.24
METHOTREXATE	MK-4827	OVCAR3	0.3249999999999999	-1.2375	-20.2874451638	-2.3075
METHOTREXATE	MK-5108	OVCAR3	-4.1675	-5.484999999999999	-36.0265634284	-5.672499999999999
METHOTREXATE	MK-8669	OVCAR3	-4.785	-4.715	-44.1294507883	-4.495
METHOTREXATE	MK-8776	OVCAR3	0.62	0.1475	-23.7211588218	4.1675
METHOTREXATE	PD325901	OVCAR3	-0.92	-0.3475	-27.622750410100004	-0.2724999999999998
METHOTREXATE	SORAFENIB	OVCAR3	9.905	4.4125	-26.559658796500003	1.1625
METHOTREXATE	SUNITINIB	OVCAR3	1.0475	0.5575	-16.351231073599998	-0.7875
METHOTREXATE	TEMOZOLOMIDE	OVCAR3	6.975	5.345000000000001	-22.9830009439	1.9225
METHOTREXATE	ZOLINZA	OVCAR3	1.34	0.82	-29.6888073944	0.965
MITOMYCINE	ABT-888	OVCAR3	-1.255	1.86	14.6367259569	4.47
MITOMYCINE	AZD1775	OVCAR3	16.9675	16.395	57.3637600763	26.41
MITOMYCINE	BEZ-235	OVCAR3	-3.1525	-3.155	20.8487769845	7.3725
MITOMYCINE	BORTEZOMIB	OVCAR3	-2.0725	-1.735	1.5746756177	0.7900000000000001
MITOMYCINE	DASATINIB	OVCAR3	0.52	0.605	88.87643212290001	12.6625
MITOMYCINE	DINACICLIB	OVCAR3	-3.9525	-2.85	-3.228126249	1.3
MITOMYCINE	ERLOTINIB	OVCAR3	-7.907500000000001	-6.217499999999999	11.9269564484	5.875
MITOMYCINE	GELDANAMYCIN	OVCAR3	4.83	6.275	24.2388570775	10.895
MITOMYCINE	L778123	OVCAR3	-6.415	-10.8775	-46.5230227003	-17.535
MITOMYCINE	LAPATINIB	OVCAR3	-6.510000000000001	-3.7325	16.134773901099997	4.5575
MITOMYCINE	MK-2206	OVCAR3	-6.6875	-6.195	10.4939543222	4.43
MITOMYCINE	MK-4827	OVCAR3	-8.965	-7.0875	-12.084379191300002	-3.3375000000000004
MITOMYCINE	MK-5108	OVCAR3	-7.3475	-8.7775	-7.2916402684	-2.63
MITOMYCINE	MK-8669	OVCAR3	-8.1875	-3.04	14.1708635919	4.505
MITOMYCINE	MK-8776	OVCAR3	23.225	21.95	77.66129408260001	28.75
MITOMYCINE	PD325901	OVCAR3	-6.155	-0.9525	27.9854688379	6.6975
MITOMYCINE	SORAFENIB	OVCAR3	-5.715	-16.8825	-46.6778058401	-20.99
MITOMYCINE	SUNITINIB	OVCAR3	-5.6025	-2.03	-0.2544648331	0.6400000000000001
MITOMYCINE	TEMOZOLOMIDE	OVCAR3	4.8725000000000005	3.9275	-0.209103441	0.4625000000000001
MITOMYCINE	ZOLINZA	OVCAR3	-3.872500000000001	-4.3375	-2.4363154533	-0.6275000000000001
MK-2206	ABT-888	OVCAR3	1.8975	1.6825	11.1190227993	3.605
MK-2206	BEZ-235	OVCAR3	1.63	1.1175	31.989043943	11.607500000000002
MK-2206	BORTEZOMIB	OVCAR3	-1.7425000000000002	-2.9200000000000004	-19.6400939673	-0.78
MK-2206	DASATINIB	OVCAR3	-4.235	-3.3550000000000004	66.1672331737	11.7425
MK-2206	DINACICLIB	OVCAR3	0.4325	0.1249999999999999	4.0713776252	5.345000000000001
MK-2206	ERLOTINIB	OVCAR3	3.31	3.2550000000000003	44.7558263078	14.26
MK-2206	GELDANAMYCIN	OVCAR3	-4.7625	-5.2375	-26.3060561398	0.0124999999999999
MK-2206	MK-8669	OVCAR3	2.135	1.78	22.418347122	7.34
MK-2206	MK-8776	OVCAR3	-0.9125	-1.0875	10.7982158648	7.775
MK-2206	OXALIPLATIN	OVCAR3	-8.3375	-11.335	-24.9069040995	-4.8675
MK-2206	PD325901	OVCAR3	3.06	2.7100000000000004	34.1198792368	8.2375
MK-2206	SN-38	OVCAR3	-6.414999999999999	-6.574999999999999	7.071331509	0.795
MK-2206	SORAFENIB	OVCAR3	5.5875	1.09	-12.5322749813	0.4700000000000001
MK-2206	TOPOTECAN	OVCAR3	-4.99	-5.69	-1.8182383097	3.4800000000000004
MK-4541	5-FU	OVCAR3	-4.565	-1.7925000000000002	-5.6927908311	-1.7625000000000002
MK-4541	ABT-888	OVCAR3	-0.2574999999999999	3.415	-2.4185026475	1.4449999999999998
MK-4541	AZD1775	OVCAR3	-0.7424999999999999	-0.44	10.2830987589	-0.415
MK-4541	BEZ-235	OVCAR3	3.5325	3.4275	7.5705151562	3.455
MK-4541	BORTEZOMIB	OVCAR3	0.2125	-0.135	-15.9826476497	-0.8149999999999997
MK-4541	CARBOPLATIN	OVCAR3	-4.605	-3.5675000000000003	-25.5459057229	-5.157500000000001
MK-4541	CYCLOPHOSPHAMIDE	OVCAR3	4.050000000000001	7.4125	-4.8797531916	0.4924999999999997
MK-4541	DASATINIB	OVCAR3	0.2524999999999999	0.315	68.3364307446	0.3349999999999999
MK-4541	DEXAMETHASONE	OVCAR3	1.6700000000000002	8.555	14.7033622195	4.92
MK-4541	DINACICLIB	OVCAR3	3.2025	5.62	12.5720012524	3.875
MK-4541	DOXORUBICIN	OVCAR3	0.44	2.6225	-7.536110647	2.4425
MK-4541	ERLOTINIB	OVCAR3	-0.6525000000000001	1.5199999999999998	-13.3692016422	1.5499999999999998
MK-4541	ETOPOSIDE	OVCAR3	-4.36	-2.2375	3.0825389868	-2.7375
MK-4541	GELDANAMYCIN	OVCAR3	6.3425	6.175	-1.9320825743	2.91
MK-4541	GEMCITABINE	OVCAR3	-0.7000000000000001	-2.5675	-5.5969745488	-2.545
MK-4541	L778123	OVCAR3	4.342499999999999	4.984999999999999	-23.616312588000003	-4.005
MK-4541	LAPATINIB	OVCAR3	-5.14	2.3975	12.4542112564	2.02
MK-4541	METFORMIN	OVCAR3	0.8375	-1.9125000000000003	-26.2872800827	-5.0825000000000005
